table_key,index,japanese,korean,encoded_bytes,source
skill_description,57,つばさをはためかせ風でダメージを<N:与:3>えます,날갯짓으로 바람 피해,20,project_translation+guide_reference
skill_description,58,敵をへモジーにします,적을 헤모지 상태로 만듦,23,project_translation+guide_reference
character_name,0,アーク,아크,4,project_translation+guide_reference
character_name,1,ククル,쿠쿠루,6,project_translation+guide_reference
character_name,2,トッシュ,토슈,4,project_translation+guide_reference
character_name,3,ポニ,포코,4,project_translation+guide_reference
character_name,4,<N:ニ:13>ーゲン,이가,4,project_translation+guide_reference
character_name,5,<N:｣:11>ー<N:力:5>,고겐,4,project_translation+guide_reference
character_name,6,マーシャル,마샬,4,project_translation+guide_reference
character_name,7,チョン<N:力:5>ラ,촌가라,6,project_translation+guide_reference
character_name,8,,,0,project_translation+guide_reference
character_name,9,,,0,project_translation+guide_reference
character_name,10,,,0,project_translation+guide_reference
character_name,11,ス<N:ゲ:16>ルトン,스켈레톤,8,project_translation+guide_reference
character_name,12,<N:ニ:13>ースト,고스트,6,project_translation+guide_reference
character_name,13,<N:ゾ:12>ン<N:ビ:5>,좀비,4,project_translation+guide_reference
character_name,14,<N:ク:12>リーンスラ<N:｣:11>ム,그린 슬라임,11,project_translation+guide_reference
character_name,15,カンジャ,간자,4,project_translation+guide_reference
character_name,16,メ<N:｣:11>ジ,메이지,6,project_translation+guide_reference
character_name,17,フ<N:=:12><N:｣:11>ター,파이터,6,project_translation+guide_reference
character_name,18,破戒僧,파계승,6,project_translation+guide_reference
character_name,19,ジャ<N:｣:11>アントバット,자이언트 배트,13,project_translation+guide_reference
character_name,20,トールマスター,돌 마스터,9,project_translation+guide_reference
character_name,21,死神,사신,4,project_translation+guide_reference
character_name,22,エ<N:リ:12>メンタル,엘리멘탈,8,project_translation+guide_reference
character_name,23,妖樹,요수,4,project_translation+guide_reference
character_name,24,フ<N:=:12>ンタ<N:ス:15>ム,팬텀,4,project_translation+guide_reference
character_name,25,シート<N:リ:12><N:｣:11>ク,시드레이크,10,project_translation+guide_reference
character_name,26,マ<N:｣:11>テ<N:ｲ:6>フラ<N:｣:11>,마이티 플라이,13,project_translation+guide_reference
character_name,27,<N:午:15>ラートッ<N:ク:12>,킬러 도그,9,project_translation+guide_reference
character_name,28,<N:リ:12>ットス<N:ゲ:16>ルトン,레드 스켈레톤,13,project_translation+guide_reference
character_name,29,フラックスカル,블랙 스컬,9,project_translation+guide_reference
character_name,30,<N:リ:12><N:｣:11>ス,레이스,6,project_translation+guide_reference
character_name,31,<N:ク:12>ール,구울,4,project_translation+guide_reference
character_name,32,フリージー,프리지,6,project_translation+guide_reference
character_name,33,アシットスラ<N:｣:11>ム,애시드 슬라임,13,project_translation+guide_reference
character_name,34,アサッシン,어새신,6,project_translation+guide_reference
character_name,35,スーパーシ<N:メ:6><N:ビ:5>,슈퍼 좀비,9,project_translation+guide_reference
character_name,36,ウ<N:｣:11>ッチクラフト,위치 크래프트,13,project_translation+guide_reference
character_name,37,ソーサラー,소서러,6,project_translation+guide_reference
character_name,38,<N:ネ:13>クロマンサー,네크로맨서,10,project_translation+guide_reference
character_name,39,ウ<N:ｲ:6><N:ザ:8>ート,위저드,6,project_translation+guide_reference
character_name,40,闇法師,암법사,6,project_translation+guide_reference
character_name,41,修験者,수행자,6,project_translation+guide_reference
character_name,42,下法師,하법사,6,project_translation+guide_reference
character_name,43,<N:ネ:13><N:ビ:5>ュラス,네뷰러스,8,project_translation+guide_reference
character_name,44,道化師,광대,4,project_translation+guide_reference
character_name,45,デス<N:ハ:12>ウント,데스 하운드,11,project_translation+guide_reference
character_name,46,デス,데스,4,project_translation+guide_reference
character_name,47,ウ<N:=:12>ンパ<N:｣:11>アバット,뱀파이어 배트,13,project_translation+guide_reference
character_name,48,ソートマン,소드맨,6,project_translation+guide_reference
character_name,49,ナ<N:｣:11>トマスター,나이트 마스터,13,project_translation+guide_reference
character_name,50,<N:ク:12><N:リ:12>ートナ<N:｣:11>ト,그레이트 나이트,15,project_translation+guide_reference
character_name,51,ポ<N:｣:11><N:ス:15>ンスモッ<N:ク:12>,포이즌 스모그,13,project_translation+guide_reference
character_name,52,メデューサリ<N:ザ:8>ート,메두사 리자드,13,project_translation+guide_reference
character_name,53,トラ<N:ニ:13>ンフラ<N:｣:11>,드래곤 플라이,13,project_translation+guide_reference
character_name,54,マントラッ<N:フ:11>,맨트랩,6,project_translation+guide_reference
character_name,55,デスフ<N:リ:12><N:｣:11>ム,데스 플레임,11,project_translation+guide_reference
character_name,56,エ<N:リ:12>メンタルマスター,엘리멘탈 마스터,15,project_translation+guide_reference
character_name,57,<N:｣:11>ー<N:力:5>,이가,4,project_translation+guide_reference
character_name,58,,,0,project_translation+guide_reference
character_name,59,野生へモジー,야생 헤모지,11,project_translation+guide_reference
character_name,60,<N:リ:12>ッサーデーモン,레서 데몬,9,project_translation+guide_reference
character_name,61,<N:ク:12><N:リ:12>ーターデーモン,그레이터 데몬,13,project_translation+guide_reference
character_name,62,スタン<N:ニ:13>ー<N:リ:12>ム,스톤 골렘,9,project_translation+guide_reference
character_name,63,ワ<N:｣:11>バーン,와이번,6,project_translation+guide_reference
character_name,64,マットバトラー,매드 배틀러,11,project_translation+guide_reference
character_name,65,アークデーモン,아크 데몬,9,project_translation+guide_reference
character_name,66,フ<N:=:12><N:｣:11>ア<N:ニ:13>ー<N:リ:12>ム,파이어 골렘,11,project_translation+guide_reference
character_name,67,カッパートラ<N:ニ:13>ン,코퍼 드래곤,11,project_translation+guide_reference
character_name,68,<N:ク:12><N:リ:12>ートサー<N:へ:4>ント,그레이트 서펀트,15,project_translation+guide_reference
character_name,69,修行僧,수행승,6,project_translation+guide_reference
character_name,70,ラマダ大僧正,라마다 대승정,13,project_translation+guide_reference
character_name,71,<N:ク:12>ラ・アピス,그라 아비스,11,project_translation+guide_reference
character_name,72,ニ・アピス,니 아비스,9,project_translation+guide_reference
character_name,73,ラリュウ<N:午:15>,라류우키,8,project_translation+guide_reference
character_name,74,<N:ヒ:5>ョウエン<N:午:15>,효엔키,6,project_translation+guide_reference
character_name,75,ムル・アピス,무르 아비스,11,project_translation+guide_reference
character_name,76,ラ・アピス,라 아비스,9,project_translation+guide_reference
character_name,77,ちょこ,초코,4,project_translation+guide_reference
character_name,78,たからばこ,보물상자,8,project_translation+guide_reference
character_name,79,たからばこ,보물상자,8,project_translation+guide_reference
character_name,80,<N:ゲ:16>ラック,케락,4,project_translation+guide_reference
character_name,81,,,0,project_translation+guide_reference
character_name,82,モフリー,모프리,6,project_translation+guide_reference
character_name,83,フウジン,후우진,6,project_translation+guide_reference
character_name,84,ラ<N:｣:11>ジン,라이진,6,project_translation+guide_reference
character_name,85,オトン,오톤,4,project_translation+guide_reference
character_name,86,ちょこ,초코,4,project_translation+guide_reference
character_name,87,へモジー,헤모지,6,project_translation+guide_reference
character_name,88,炎,불꽃,4,project_translation+guide_reference
character_name,89,,,0,project_translation+guide_reference
character_name,90,,,0,project_translation+guide_reference
character_name,91,,,0,project_translation+guide_reference
character_name,92,,,0,project_translation+guide_reference
character_name,93,,,0,project_translation+guide_reference
character_name,94,,,0,project_translation+guide_reference
character_name,95,,,0,project_translation+guide_reference
character_name,96,,,0,project_translation+guide_reference
character_name,97,,,0,project_translation+guide_reference
character_name,98,,,0,project_translation+guide_reference
character_name,99,,,0,project_translation+guide_reference
character_name,100,ダークアーク,다크 아크,9,project_translation+guide_reference
character_name,101,ダークククル,다크 쿠쿠루,11,project_translation+guide_reference
character_name,102,ダークトッシュ,다크 토슈,9,project_translation+guide_reference
character_name,103,ダークポニ,다크 포코,9,project_translation+guide_reference
character_name,104,ダーク<N:ニ:13>ーゲン,다크 이가,9,project_translation+guide_reference
character_name,105,ダーク<N:｣:11>ー<N:力:5>,다크 고겐,9,project_translation+guide_reference
character_name,106,ダークマーシャル,다크 마샬,9,project_translation+guide_reference
character_name,107,ダークチョン<N:力:5>ラ,다크 촌가라,11,project_translation+guide_reference
region_name,0,スメリア<N:空:2>港,스메리아 공항,13,project_translation+guide_reference
region_name,1,トウウ<N:ｲ:6>ル,토우빌,6,project_translation+guide_reference
region_name,2,パ<N:リ:12>ンシア城,팔렌시아 성,11,project_translation+guide_reference
region_name,3,オルカスの丘,올카스 언덕,11,project_translation+guide_reference
region_name,4,封印の滝,봉인의 폭포,11,project_translation+guide_reference
region_name,5,ニル<N:卞:16>平原,니르 평원,9,project_translation+guide_reference
region_name,6,カラ<N:力:5>ン平野,카라간 평야,11,project_translation+guide_reference
region_name,7,ク<N:｣:11>ナの丘,쿠나 언덕,9,project_translation+guide_reference
region_name,8,ミルマーナ<N:空:2>港,밀마나 공항,11,project_translation+guide_reference
region_name,9,首都の軍本部,수도 군본부,11,project_translation+guide_reference
region_name,10,トヨー<N:ゲ:16>の森,토요케 숲,9,project_translation+guide_reference
region_name,11,ルワジの森,루와지 숲,9,project_translation+guide_reference
region_name,12,カカラスの森,카카라스 숲,11,project_translation+guide_reference
region_name,13,センバラの沼,센바라 늘,9,project_translation+guide_reference
region_name,14,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港,그레이시누 공항,15,project_translation+guide_reference
region_name,15,ラマダ寺,라마다사,8,project_translation+guide_reference
region_name,16,ラマダ山,라마다산,8,project_translation+guide_reference
region_name,17,アララトス<N:空:2>港,아라라토스 공항,15,project_translation+guide_reference
region_name,18,チョン<N:力:5>ラの店,촌가라의 가게,13,project_translation+guide_reference
region_name,19,遺跡ダンジョン,유적 던전,9,project_translation+guide_reference
region_name,20,ア<N:г:23>ンダ高地,아제다 고지,11,project_translation+guide_reference
region_name,21,アリバーシャ<N:空:2>港,아리바샤 공항,13,project_translation+guide_reference
region_name,22,サリュ族の村,사류족 마을,11,project_translation+guide_reference
region_name,23,水の神殿,물의 신전,9,project_translation+guide_reference
region_name,24,<N:リ:12><N:｣:11>デン遺跡,리덴 유적,9,project_translation+guide_reference
region_name,25,サラ砂漠,사라 사막,9,project_translation+guide_reference
region_name,26,<N:｣:11>シュマのいわ場,라슈마 암장,11,project_translation+guide_reference
region_name,27,カーデル<N:空:2>港,카델 공항,9,project_translation+guide_reference
region_name,28,闘技場,투기장,6,project_translation+guide_reference
region_name,29,クラフ島,클라프섬,8,project_translation+guide_reference
location_name,0,,,0,project_translation+guide_reference
location_name,1,山頂の社,산정의 사당,11,project_translation+guide_reference
location_name,2,アークの家,아크의 집,9,project_translation+guide_reference
location_name,3,精霊の山,정령의 산,9,project_translation+guide_reference
location_name,4,村の門,마을 입구,9,project_translation+guide_reference
location_name,5,精霊の山,정령의 산,9,project_translation+guide_reference
location_name,6,パ<N:リ:12>ンシア城,팔렌시아 성,11,project_translation+guide_reference
location_name,7,謁見の聞,알현실,6,project_translation+guide_reference
location_name,8,スメリア<N:空:2>港,스메리아 공항,13,project_translation+guide_reference
location_name,9,パ<N:リ:12>ンシアを見おろす丘,팔렌시아 전망대,15,project_translation+guide_reference
location_name,10,大臣の部屋,대신의 방,9,project_translation+guide_reference
location_name,11,ミルマーナ<N:空:2>港,밀마나 공항,11,project_translation+guide_reference
location_name,12,ミルマーナ軍本部,밀마나 군본부,13,project_translation+guide_reference
location_name,13,将軍の部屋,장군의 방,9,project_translation+guide_reference
location_name,14,トヨー<N:ゲ:16>の森,토요케 숲,9,project_translation+guide_reference
location_name,15,パ<N:リ:12>ンシア城地下倉庫,팔렌시아 지하창고,17,project_translation+guide_reference
location_name,16,パ<N:リ:12>ンシア城地下<N:牢:2>,팔렌시아 지하감옥,17,project_translation+guide_reference
location_name,17,オルカスの丘,올카스 언덕,11,project_translation+guide_reference
location_name,18,幻界,환계,4,project_translation+guide_reference
location_name,19,アララトス<N:空:2>港,아라라토스 공항,15,project_translation+guide_reference
location_name,20,チョン<N:力:5>ラの店,촌가라의 가게,13,project_translation+guide_reference
location_name,21,ア<N:г:23>ンダ高地洞<N:窟:10>,아제다 고지 동굴,16,project_translation+guide_reference
location_name,22,ア<N:г:23>ンダ高地外,아제다 고지 외부,16,project_translation+guide_reference
location_name,23,遺跡ダンジョン,유적 던전,9,project_translation+guide_reference
location_name,24,<N:ク:12><N:リ:12><N:｣:11>シーヌ<N:空:2>港,그레이시누 공항,15,project_translation+guide_reference
location_name,25,ラマダ寺道場,라마다사 도장,13,project_translation+guide_reference
location_name,26,ラマダ寺僧正の部屋,라마다사 승정의 방,18,project_translation+guide_reference
location_name,27,ラマダ山頂,라마다산 정상,13,project_translation+guide_reference
location_name,28,ラマダ寺,라마다사,8,project_translation+guide_reference
location_name,29,カーデル<N:空:2>港,카델 공항,9,project_translation+guide_reference
location_name,30,ニロシアムひかえ室,니로시암 대기실,15,project_translation+guide_reference
location_name,31,ニロシアムぶたい,니로시암 무대,13,project_translation+guide_reference
location_name,32,アリバーシャ<N:空:2>港,아리바샤 공항,13,project_translation+guide_reference
location_name,33,サリュ族の村,사류족 마을,11,project_translation+guide_reference
location_name,34,水の神殿,물의 신전,9,project_translation+guide_reference
location_name,35,地下エ<N:リ:12>ベータ,지하 엘리베이터,15,project_translation+guide_reference
location_name,36,地下バ<N:｣:11>オ<N:研:23><N:究:1>室,지하 바이오 연구실,18,project_translation+guide_reference
location_name,37,パ<N:リ:12>ンシア<N:街:4>頭,팔렌시아 시가지,15,project_translation+guide_reference
location_name,38,聖柩封印の滝外,성관 봉인의 폭포 외부,21,project_translation+guide_reference
location_name,39,聖柩封印の滝内,성관 봉인의 폭포 내부,21,project_translation+guide_reference
location_name,40,トウウ<N:ｲ:6>ルがん<N:ヘ:5>き,토우빌 암벽,11,project_translation+guide_reference
location_name,41,うみベの飛<N:空:2>挺,해변의 비행선,13,project_translation+guide_reference
location_name,42,ニル<N:卞:16>平原,니르 평원,9,project_translation+guide_reference
location_name,43,カラ<N:力:5>ン平野,카라간 평야,11,project_translation+guide_reference
location_name,44,ク<N:｣:11>ナの丘,쿠나 언덕,9,project_translation+guide_reference
location_name,45,ルワジの森,루와지 숲,9,project_translation+guide_reference
location_name,46,カカラスの森,카카라스 숲,11,project_translation+guide_reference
location_name,47,センバラの沼,센바라 늘,9,project_translation+guide_reference
location_name,48,<N:リ:12><N:｣:11>デン遺跡,리덴 유적,9,project_translation+guide_reference
location_name,49,サラ砂漠,사라 사막,9,project_translation+guide_reference
location_name,50,<N:｣:11>シュマのいわ場,라슈마 암장,11,project_translation+guide_reference
location_name,51,ニロシアム闘技場,니로시암 투기장,15,project_translation+guide_reference
location_name,52,ラマダ寺道場,라마다사 도장,13,project_translation+guide_reference
location_name,53,クラーフ島<N:空:2>港,클라프섬 공항,13,project_translation+guide_reference
location_name,54,クラーフとう最上階,클라프탑 최상층,15,project_translation+guide_reference
