source file,offset,japanese,translation status,existing translations
31/S3032.DAT,0x4794E,これでもう子供扱いできないでしょう？,untranslated,
31/S3032.DAT,0x47994,"ヤグン 
わかりました。
森までの列車の乗車を許可しましょう。",untranslated,
31/S3032.DAT,0x479EE,"ヤグン 
ただし、あそこは
我々でも手をやいている場所だ。",untranslated,
31/S3032.DAT,0x47A40,"ヤグン 
もしものこがあつても
我々は責任をもちませんぞ。",untranslated,
31/S3032.DAT,0x47AA2,"わかつています。
その時は、スメリア王には
そう伝えて下さい。",untranslated,
31/S3032.DAT,0x47AF8,じゃっ。,untranslated,
31/S3032.DAT,0x47B62,"ヤグン 
子供だと思つていたが
どうやら伝説の勇者かもしれん。",untranslated,
31/S3032.DAT,0x47BBA,"ヤグン 
今のうちに始動したほうがよさそうだな。",untranslated,
31/S3032.DAT,0x47C3C,"モンスター 
私におまかせください。",untranslated,
31/S3032.DAT,0x47C8E,"ヤグン 
よし、お前がやつらを森まで案内してやれ",untranslated,
31/S3032.DAT,0x47CDC,"ヤグン 
そして森で始動しろ。",untranslated,
31/S3032.DAT,0x47D2E,"モンスター 
承知しました。",untranslated,
31/S3032.DAT,0x47F08,・ <G:13><CTRL:00>4<CTRL:00>（<CTRL:00><G:13><CTRL:00><G:2><CTRL:00>！<CTRL:00>か<CTRL:00><CTRL:F0><CTRL:FF><G:4><CTRL:00>）<CTRL:00><G:13><CTRL:00><G:14><CTRL:00><G:4><CTRL:00>は<CTRL:00>（<CTRL:00>！<CTRL:00>シ<CTRL:00><G:15><CTRL:00><G:13><CTRL:00> <CTRL:00><G:14><CTRL:00><G:10><CTRL:00><G:5><CTRL:00>（<CTRL:00><G:13><CTRL:00><G:15><CTRL:00><G:4><CTRL:00>は<CTRL:00>（<CTRL:00><G:13><CTRL:00><G:4><CTRL:00><G:4><CTRL:00>は<CTRL:00>（<CTRL:00><G:13><CTRL:00>0<CTRL:00><G:4><CTRL:00>は<CTRL:00>（<CTRL:00><G:10><CTRL:00><G:4><CTRL:00><G:13><CTRL:00>）<CTRL:00><G:2><CTRL:00>も<CTRL:00><G:15><CTRL:00><G:13>,untranslated,
32/S3051.DAT,0x471EE, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:14><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00><G:14> に<CTRL:00>す<CTRL:00><G:15><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00><G:14> に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,untranslated,
32/S3051.DAT,0x47212,は<CTRL:00><G:14> に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,untranslated,
32/S3051.DAT,0x473EA, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:14><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00><G:12>！に<CTRL:00>す<CTRL:00><G:15><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00><G:12>！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ,untranslated,
32/S3051.DAT,0x4740E,は<CTRL:00><G:12>！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ,untranslated,
32/S3051.DAT,0x4760E, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x4761A,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47886, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47892,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47A9E, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47AAA,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47C8E, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47C9A,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x47D8E, <CTRL:00><G:25><CTRL:00>し<CTRL:00> ,untranslated,
32/S3051.DAT,0x480EC,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x481A0,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x482CE,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x484E2,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x48582,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x485F8,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x486F4,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x48A20,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
32/S3051.DAT,0x48D62,"兵士 
ここからはモンスターが出る危険な場所です。",untranslated,
32/S3051.DAT,0x48DB0,"兵士 
連れすついて来てください。",untranslated,
32/S3051.DAT,0x48E70,"このあたりで
消えたんだけどなっ・・。",untranslated,
32/S3051.DAT,0x49976,<G:7><CTRL:00><G:3><CTRL:00><CTRL:FF><CTRL:FF>2<CTRL:00><G:13><CTRL:00>）<CTRL:00>2<CTRL:00>2<CTRL:00>）<CTRL:00>（<CTRL:00><CTRL:FF><CTRL:FF><G:25><CTRL:00><G:2><CTRL:00><G:6><CTRL:00><G:10><CTRL:00><G:25><CTRL:00><G:15><CTRL:00><G:11><CTRL:00><G:14><CTRL:00><G:25><CTRL:00>1<CTRL:00>2<CTRL:00><CTRL:FF><CTRL:FF>し<CTRL:00><G:13><CTRL:00>5<CTRL:00><CTRL:FF><CTRL:FF>し<CTRL:00><G:5><CTRL:00>（<CTRL:00><G:11><CTRL:00>し<CTRL:00><G:11><CTRL:00><G:3><CTRL:00>4<CTRL:00><CTRL:FF><CTRL:FF>,untranslated,
32/S3051.DAT,0x4997E,<G:13><CTRL:00>）<CTRL:00>2<CTRL:00>2<CTRL:00>）<CTRL:00>（<CTRL:00><CTRL:FF><CTRL:FF><G:25><CTRL:00><G:2><CTRL:00><G:6><CTRL:00><G:10><CTRL:00><G:25><CTRL:00><G:15><CTRL:00><G:11><CTRL:00><G:14><CTRL:00><G:25><CTRL:00>1<CTRL:00>2<CTRL:00><CTRL:FF><CTRL:FF>し<CTRL:00><G:13><CTRL:00>5<CTRL:00><CTRL:FF><CTRL:FF>し<CTRL:00><G:5><CTRL:00>（<CTRL:00><G:11><CTRL:00>し<CTRL:00><G:11><CTRL:00><G:3><CTRL:00>4<CTRL:00><CTRL:FF><CTRL:FF>,untranslated,
32/S3051.DAT,0x49986,）<CTRL:00>（<CTRL:00><CTRL:FF><CTRL:FF><G:25><CTRL:00><G:2><CTRL:00><G:6><CTRL:00><G:10><CTRL:00><G:25><CTRL:00><G:15><CTRL:00><G:11><CTRL:00><G:14><CTRL:00><G:25><CTRL:00>1<CTRL:00>2<CTRL:00><CTRL:FF><CTRL:FF>し<CTRL:00><G:13><CTRL:00>5<CTRL:00><CTRL:FF><CTRL:FF>し<CTRL:00><G:5><CTRL:00>（<CTRL:00><G:11><CTRL:00>し<CTRL:00><G:11><CTRL:00><G:3><CTRL:00>4<CTRL:00><CTRL:FF><CTRL:FF>,untranslated,
32/S3061.DAT,0x478D6,なんてきれいな所なの。,untranslated,
32/S3061.DAT,0x47916,まるで別の森みたいだ。,untranslated,
32/S3061.DAT,0x4795E,"かつては森全部がここと同じでした。
あなたたち人聞が、あのようにして
しまつたのです。",untranslated,
32/S3061.DAT,0x47A9C,"ベみの精霊 
まつていましたよアーク。",untranslated,
32/S3061.DAT,0x47AE4,まつてた？,untranslated,
32/S3061.DAT,0x47B1C,"ベみの精霊 
そう、20年前あなたのお父さんを助けてから、すうつとこの日をね。",untranslated,
32/S3061.DAT,0x47B7A,父さんがここに？,untranslated,
32/S3061.DAT,0x47BB4,"ベみの精霊 
そう、スメリアの皇太子だつた
ヨシュア王子、<CTRL:E4>つ
あなたのお父さんよ。",untranslated,
32/S3061.DAT,0x47C18,"えー！！
アークのお父さんが、
王様だつたかもしれないの？",untranslated,
32/S3061.DAT,0x47C6E,なぜ、父さんは王家を出たの？,untranslated,
32/S3061.DAT,0x47CB0,"ベみの精霊 
ヨシュアは、この国で殺されかけたの、
次の国王であるという理由でね。",untranslated,
32/S3061.DAT,0x47D12,"ベみの精霊 
ひどい傷をおつてこの森に逃げ込んだ彼を私が助けたの。",untranslated,
32/S3061.DAT,0x47D6C,"ベみの精霊 
ところが、意識（いしき）を取り戻した
ヨシュアの口から出たのは、死を望む言葉だつた。",untranslated,
32/S3061.DAT,0x47DDA,"ベみの精霊 
彼は人聞同士の争いに
つかれていたのです。",untranslated,
32/S3061.DAT,0x47E2E,"ベみの精霊 
そしてまた、それによつてこの世界が
破壊（はかい）されてゆくこに絶望して
いたの。",untranslated,
32/S3061.DAT,0x47EA2,"ちょつと待つて！<CTRL:E4><G:10>
人は本当に滅亡するの？",untranslated,
32/S3061.DAT,0x47EEE,"ベみの精霊 
人は、自らをこの世界の支配者と
思い込んでいます。",untranslated,
32/S3061.DAT,0x47F46,"ベみの精霊 
この世界に生まれ、文明を築き栄えるのを当たり前のことだと思つているのです。",untranslated,
32/S3061.DAT,0x47FAC,"ベみの精霊 
そして、世界を自らの欲望のままに破壊し始めました。",untranslated,
32/S3061.DAT,0x4802C,"すベての人聞が
悪い訳じゃないさ！",untranslated,
32/S3061.DAT,0x48074,"ベみの精霊 
ヨシュアも同じこを言いました。
ですから、私は彼に最後の希望（きぼう）と試練（しれん）をあたえたのです。",untranslated,
32/S3061.DAT,0x480EC,"ベみの精霊 
人の未来を無くさないための。",untranslated,
32/S3061.DAT,0x48136,"ベみの精霊 
そして、彼はそのカベをあなたにたくして戦つているのです",untranslated,
32/S3061.DAT,0x48190,"そんなこ言われたつて、
どうすればいいのか・・。",untranslated,
32/S3061.DAT,0x481DE,"ベみの精霊 
あなたが、何をしなくてはならないかは、あなたが決めるこです。",untranslated,
32/S3061.DAT,0x48236,"ベみの精霊 
あなたが何を見て、どう行動するかが
人類の運命を変えるのです",untranslated,
32/S3061.DAT,0x48292,"ベみの精霊 
これを受け取りなさい。
あなたに渡してほしいと
ヨシュアからあすかつていたものです。",untranslated,
32/S3061.DAT,0x48302,<G:90>勇者の証し<G:89>を手に入れた。,untranslated,
32/S3061.DAT,0x48344,"ベみの精霊 
さあ、
スメリアのトウ<G:276><G:222>ルに戻りなさい。",untranslated,
32/S3061.DAT,0x48396,"ベみの精霊 
あなたのお父さんが、道標（みちしるベ）を示すでしょう。",untranslated,
32/S3061.DAT,0x48450,"父さんは・、
父さんは生きているのかい？",untranslated,
32/S3061.DAT,0x484CE,スメリアに戻りましょう。,untranslated,
32/S3061.DAT,0x4850E,"お父さんが生きていれば、
きつと会えるよ。",untranslated,
32/S3061.DAT,0x4855A,"でも、何か大変な話になつて
来ちゃつたね。",untranslated,
32/S3061.DAT,0x485B4,よし、スメリアに戻るぞ！,untranslated,
32/S3062.DAT,0x47D3A,"ベみの精霊 
あなたが、何をしなくてはならないかは、あなたが決めるこです。",untranslated,
32/S3062.DAT,0x47D92,"ベみの精霊 
あなたが何を見て、どう行動するかが人類の運命を変えるのです。",untranslated,
32/S3062.DAT,0x47DEE,"ベみの精霊 
これから起こることを見、聞き、そして考えて行動するのです。",untranslated,
32/S3062.DAT,0x47E48,"ベみの精霊 
さっ、トウ<G:276><G:222>ルへ向かいなさい。",untranslated,
32/S3062.DAT,0x47E9A,<G:90>万能薬<G:89>を手に入れた。,untranslated,
32/S3063.DAT,0x47D2A,"ベみの精霊 
光の精霊は5大精霊のなかでも
一番人聞に理解のある精霊です。",untranslated,
32/S3063.DAT,0x47D88,"ベみの精霊 
彼は、あそこで、あなたがたの<G:509><G:532>を
見続けていたのです。",untranslated,
32/S3063.DAT,0x47DE4,"ベみの精霊 
忘れられても、<CTRL:E4>よとじこめられても・・。<CTRL:E4>よ",untranslated,
32/S3063.DAT,0x47E38,"ベみの精霊 
彼の言葉を、よくかみしめて
行動するのですよ。",untranslated,
32/S3063.DAT,0x47E94,"ベみの精霊 
さっ、グレイシーヌへ向かいなさい。",untranslated,
32/S3063.DAT,0x47EE6,<G:90>万能薬<G:89>を手に入れた。,untranslated,
32/S3064.DAT,0x47D2A,"ベみの精霊 
全てのものは自分達だけのものだという気持ちが、",untranslated,
32/S3064.DAT,0x47D7E,"ベみの精霊 
遂には争いによる奪いあいを生みます。",untranslated,
32/S3064.DAT,0x47DCE,"ベみの精霊 
土の精霊の言葉を、忘れないでください。",untranslated,
32/S3064.DAT,0x47E22,<G:90>万能薬<G:89>を手に入れた。,untranslated,
32/S3065.DAT,0x47D2A,"ベみの精霊 
日の光もあめも、そして、風も
すベて理由があつて
今のようになつているのです。",untranslated,
32/S3065.DAT,0x47D92,"ベみの精霊 
人に都合がよくても全ての生き物にはあてはまらない。風の精霊はそのこを言いたかつたんですよ。",untranslated,
32/S3065.DAT,0x47E02,<G:90>万能薬<G:89>を手に入れた。,untranslated,
32/S3066.DAT,0x47D2A,"ベみの精霊 
この森も、アリバーシャの砂漠も
一度崩れてしまつた自然のバランスは
壊す時ほどは簡単に戻りません。",untranslated,
32/S3066.DAT,0x47DA2,"ベみの精霊 
そして、その者の子供は
長い時聞を経て
その罪のおもさを知ります。",untranslated,
32/S3066.DAT,0x47E02,"ベみの精霊 
でも、それではおそいのです。",untranslated,
32/S3066.DAT,0x47E4A,"ベみの精霊 
アリバーシャのかわいた土地と
水の精霊の言葉を
心にとめておいてください。",untranslated,
32/S3066.DAT,0x47EB2,<G:90>万能薬<G:89>を手に入れた。,untranslated,
32/S3067.DAT,0x47D2A,"ベみの精霊 
生きる者全ては
エリルベーを自分の中に持つています。",untranslated,
32/S3067.DAT,0x47D86,"ベみの精霊 
しかし、人は時には自然から
時には人からも奪い取り
自分のエリルベーを高めます。",untranslated,
32/S3067.DAT,0x47DF2,"ベみの精霊 
エリルベーは
この世界をまわつています。",untranslated,
32/S3067.DAT,0x47E46,"ベみの精霊 
誰かだけが奪い
ひとりじめしてはならないのです。",untranslated,
32/S3067.DAT,0x47E9C,"ベみの精霊 
炎の精霊の姿に涙した
あなた達にはわかるはすです。",untranslated,
32/S3067.DAT,0x47EF6,<G:90>万能薬<G:89>を手に入れた。,untranslated,
32/S3068.DAT,0x47E20,"ベみの精霊 
よくいままで私の言葉に
耳をかたむけてくれました。",untranslated,
32/S3068.DAT,0x47E76,"ベみの精霊 
あなた達ならば
人聞を導くことができるでしょう。",untranslated,
32/S3068.DAT,0x47EE8,"ベみの精霊 
さっ、私からのおくり物です。",untranslated,
32/S3068.DAT,0x47F3A,"ベみの精霊 
もうあなた達に話すことはありません。",untranslated,
32/S3068.DAT,0x47F86,"ベみの精霊 
身を持つて知つた経験を生かして
正しい道をみつけて進みなさい。",untranslated,
32/S3068.DAT,0x47FE8,"ベみの精霊 
私はいつもみています。",untranslated,
32/S3068.DAT,0x48032,<G:90>万能薬<G:89>を手に入れた。,untranslated,
4/S4011.DAT,0x469EE, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:14><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00><G:14> に<CTRL:00>す<CTRL:00><G:15><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00><G:14> に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,untranslated,
4/S4011.DAT,0x46A12,は<CTRL:00><G:14> に<CTRL:00> <CTRL:00>・ か<CTRL:00> ,untranslated,
4/S4011.DAT,0x46BEA, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:14><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>5<CTRL:00>は<CTRL:00><G:12>！に<CTRL:00>す<CTRL:00><G:15><CTRL:00>う<CTRL:00> <CTRL:00>ん<CTRL:00>2<CTRL:00>は<CTRL:00><G:12>！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ,untranslated,
4/S4011.DAT,0x46C0E,は<CTRL:00><G:12>！に<CTRL:00> <CTRL:00>が！か<CTRL:00> ,untranslated,
4/S4011.DAT,0x46E0E, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x46E1A,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47086, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47092,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x4729E, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x472AA,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x4748E, <CTRL:00><G:25><CTRL:00>し<CTRL:00>す<CTRL:00><G:10><CTRL:00>2<CTRL:00>す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x4749A,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x4758E, <CTRL:00><G:25><CTRL:00>し<CTRL:00> ,untranslated,
4/S4011.DAT,0x478EC,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x479A0,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47ACE,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47CE2,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47D82,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47DF8,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x47EF4,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x48220,す<CTRL:00><G:2><CTRL:00>う<CTRL:00> <CTRL:00>ま,untranslated,
4/S4011.DAT,0x48586,地下牢はこの下の階だよ。,untranslated,
4/S4011.DAT,0x485E8,"兵士1 
大王が最も恐<CTRL:E1> れていた国とは
とても思えんな。",untranslated,
4/S4011.DAT,0x4863C,"兵士2 
ああ、王家の力も落ちている。",untranslated,
4/S4011.DAT,0x48686,"兵士3 
このままいけば、俺達が何もしなくても
内部からくさつていくさ。",untranslated,
4/S4011.DAT,0x486E0,"兵士1 
ます、パレンシアの大掃除からだな。",untranslated,
4/S4011.DAT,0x4873C,てめえらだけはゆるさねえ！,untranslated,
4/S4011.DAT,0x4879C,"兵士1 
どうやつて出て来た、死にぞこないが。",untranslated,
4/S4011.DAT,0x487EA,"てめえらのような
人の命を何とも思わねえヤツ等をぶつ殺すまでは、",untranslated,
4/S4011.DAT,0x48842,"殺されるわけには
いかねえんだよ。",untranslated,
4/S4011.DAT,0x48888,"兵士2 
人の命？
おまえ等人聞の時代はもう終わるんだ。",untranslated,
4/S4011.DAT,0x488DE,"つベこベぬかしてるんじゃねえ！かたつっしから
ぶつた切つてやる！",untranslated,
4/S4011.DAT,0x48936,"兵士1 
よかろう！人聞の底力さを
思い知らせてやろう。",untranslated,
4/S4011.DAT,0x4898E,化け物がつ！,untranslated,
4/S4011.DAT,0x48A24,うげえあ。,untranslated,
4/S4011.DAT,0x48A6C,"どうなつてるんだ？
兵士がモンスターだなんて・・？",untranslated,
4/S4011.DAT,0x48ABE,"モンスター対罪人・<CTRL:E4><G:10>・<CTRL:E4><G:10>・<CTRL:E4><G:10>
どつちが悪いやつなの？",untranslated,
4/S4011.DAT,0x48B1A,鏡が・・光つてる・・。,untranslated,
4/S4011.DAT,0x48B60,鏡？,untranslated,
4/S4011.DAT,0x48B98,一族に伝わるもので、勇者を導く力があると言われているの。,untranslated,
4/S4011.DAT,0x48BEC,"彼にも精霊（せいれい）の力が
宿（やど）つているみたい・・。",untranslated,
4/S4011.DAT,0x48C44,"戦う相手は決まつたな。
いくぞ！",untranslated,
4/S4011.DAT,0x48CD6,"何だか知らねえが
力がみなぎつてきた。
<CTRL:E4>つもうてめえらに負ける気が
しないぜ！",untranslated,
4/S4011.DAT,0x48D4C,"この国を、
化け物にはわたさないぞ！",untranslated,
4/S4011.DAT,0x48E64,"城の兵隊にまでモンスターが
化けてるなんて・・。",untranslated,
4/S4011.DAT,0x48EC4,"ところであなた、
どうして<G:619>まつたの？",untranslated,
4/S4011.DAT,0x48F24,おまえらにはか<G:594>ない。,untranslated,
4/S4011.DAT,0x48F6C,俺にはかわらない方がいい。,untranslated,
4/S4011.DAT,0x48FC2,一応、礼をいつとくぜ。,untranslated,
4/S4012.DAT,0x4782A,る<CTRL:00>の<CTRL:00><G:5>,untranslated,
4/S4012.DAT,0x4796C,きつと何かあるはすだ。,untranslated,
4/S4012.DAT,0x47A9A,よし、行くぞ！,untranslated,
4/S4013.DAT,0x4782A,る<CTRL:00>の<CTRL:00><G:5>,untranslated,
4/S4013.DAT,0x47952, <CTRL:00><CTRL:F0><CTRL:FF><G:2><CTRL:00> <CTRL:00><G:15><CTRL:00><G:2><CTRL:00> <CTRL:00><G:15><CTRL:00><G:2><CTRL:00> <CTRL:00><CTRL:F0><CTRL:FF>）<CTRL:00>老<CTRL:00>（<CTRL:00>！,untranslated,
4/S4013.DAT,0x4797C,（<CTRL:00>！,untranslated,
4/S4013.DAT,0x479A6,（<CTRL:00>！,untranslated,
4/S4021.DAT,0x47900,！<CTRL:00>っ！て,untranslated,
4/S4021.DAT,0x47992,"兵士1 
パレンシアきつての用心棒も
ざまあねえな。",untranslated,
4/S4021.DAT,0x479E4,"兵士2 
おとなしくしてくれたんで
ホント助かつたぜ。",untranslated,
4/S4021.DAT,0x47A38,俺をどうする？,untranslated,
4/S4021.DAT,0x47A72,"兵士1 
さあな。",untranslated,
4/S4021.DAT,0x47AB0,"いつたいお前等
この国をどうする気なんだ。",untranslated,
4/S4021.DAT,0x47AFA,"兵士2 
改造するのさ、住みやすくな。",untranslated,
4/S4021.DAT,0x47B4C,"兵士2 
はつはつはつは。",untranslated,
4/S4021.DAT,0x47B8E,"何が改造だ。
住んでる人聞を何だと
思つてやがる！",untranslated,
4/S4021.DAT,0x47BE4,"兵士1 
せいぜいほざいてればいいさ
じゃあな。",untranslated,
4/S4021.DAT,0x47D68,・ <G:13><CTRL:00>0<CTRL:00>！<CTRL:00>か<CTRL:00><G:15><CTRL:00><G:13><CTRL:00>2<CTRL:00>（<CTRL:00><G:13><CTRL:00> <CTRL:00>（<CTRL:00><G:13><CTRL:00><G:7><CTRL:00>！<CTRL:00>や <CTRL:F0><CTRL:FF>（<CTRL:00><G:13><CTRL:00><G:5><CTRL:00>（<CTRL:00><G:13><CTRL:00><G:6><CTRL:00>（<CTRL:00><G:13><CTRL:00><G:7><CTRL:00>！<CTRL:00>や <CTRL:F0><CTRL:FF>（<CTRL:00><G:13><CTRL:00>！<CTRL:00>（,untranslated,
4/S4022.DAT,0x47986,"兵士1 
おまえのあつかいが決まつたぞ。",untranslated,
4/S4022.DAT,0x479CE,"兵士2 
死刑だ。",untranslated,
4/S4022.DAT,0x47A0C,"兵士2 
大臣の進めているパレンシアの改造計画にたてついた罪でな。",untranslated,
4/S4022.DAT,0x47A68,おまえら、約束だけは守つてくれるんだろうな！,untranslated,
4/S4022.DAT,0x47AB4,"兵士1 
約束？なんだそりゃ？",untranslated,
4/S4022.DAT,0x47AFA,"親分と弟分どもの命と
引き替えに
俺はこうしてるんだ。",untranslated,
4/S4022.DAT,0x47B4E,"兵士1 
あっ、あのよぼよぼのじいさんとフヌケの小僧共のこか？",untranslated,
4/S4022.DAT,0x47BA4,"兵士1 
今頃は仲良くあの世にいつてるぜ。",untranslated,
4/S4022.DAT,0x47BF6,"兵士2 
しかし、よく燃えたなっ。",untranslated,
4/S4022.DAT,0x47C4A,"兵士1 
あっ。",untranslated,
4/S4022.DAT,0x47C90,きさまらっ・・！！,untranslated,
4/S4022.DAT,0x47CEA,"兵士1 
怒つた所でどうしようもねえだろう。",untranslated,
4/S4022.DAT,0x47D34,"兵士1 
決行は明日だ。
すぐにあいつらと一緒の所へ行けるさ。",untranslated,
4/S4022.DAT,0x47D9A,"兵士2 
それまでせいぜい、
くやしがつてるがいいさ。",untranslated,
4/S4022.DAT,0x47E1E,"親分・・・。
弟分たち・・・。",untranslated,
4/S4031.DAT,0x4798E,"母さん・<CTRL:E4><G:10>・<CTRL:E4><G:10>・<CTRL:E4><G:10>
どこにいつたんだ・・？",untranslated,
4/S4031.DAT,0x479E6,"アーク、なにが・・
一体何が・・？",untranslated,
4/S4031.DAT,0x47A3A,村の様子は？,untranslated,
4/S4031.DAT,0x47A76,"だれもいない。
もぬけのカラだよ。",untranslated,
4/S4031.DAT,0x47AC0,何かとつても大きな力が動いてるみたいね。,untranslated,
4/S4031.DAT,0x47B0E,"ちくしょう！
俺は・<CTRL:E4><G:10>・<CTRL:E4><G:10>・<CTRL:E4><G:10>
俺はどうしたらいいんだ！",untranslated,
4/S4031.DAT,0x47B76,"配達人 
あんたがアークさん？<CTRL:E4>て
あんたあての手紙だよ。<CTRL:E4>そ",untranslated,
4/S4031.DAT,0x47C0A,父さんからだ・・。,untranslated,
4/S4031.DAT,0x47C50,アーク,untranslated,
4/S4031.DAT,0x47C86,"おまえのうわさが私のもとにとどいた。
あれからもう10年、早いものだ。",untranslated,
4/S4031.DAT,0x47CDE,"ミルマーナの精霊から聞いているだろう
人の<G:509><G:532>が終ろうとしているのだ。",untranslated,
4/S4031.DAT,0x47D38,"我々を救う<G:90>聖柩<G:89>はスメリアにある。
しかし、その力を手に入れる為には",untranslated,
4/S4031.DAT,0x47D92,"この世界を形作るさまざまな精霊達の
理解を得なくてはならないのだ。",untranslated,
4/S4031.DAT,0x47DEE,"しかし彼らの多くは人に裏切られ
心をとざしている。",untranslated,
4/S4031.DAT,0x47E40,おまえには、精霊を欲望にみちた者達から救い出し,untranslated,
