row_number,source file,offset,classification,target_korean,raw_length,raw_sha256,raw_hex,review_status
818,31/S3014.DAT,0x4818E,B검수필요,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,50,E9DDC731776B5FA21E2B7C9F7B674D02404258BB9C07A3C492BDC1B82934D06E,6C 69 72 34 25 E6 01 DD 3C 31 DD 4D 34 3A 2D 2A DD 99 88 23 1D 29 1F C3 23 8F 53 DD 56 47 1C DE F2 1C 47 5C 31 34 77 31 4E 53 8A 74 44 27 1E 1F 20 3C,needs_human_review
819,31/S3014.DAT,0x481F2,B검수필요,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클이니까요...,42,1FAE813547BC6555B9D4DE1A499B958014955AA5904465A5842A1D2C93D4D316,6C 69 72 34 25 E6 01 2E 2E 30 28 24 3F 22 42 65 DB D8 2A 87 23 86 39 27 2B 37 47 5C 31 34 77 31 4E 53 35 49 23 DF 61 DF 61 37,needs_human_review
821,31/S3014.DAT,0x482B6,B검수필요,초핀: 그때 커서와 버튼으로 링 안의 기술을 고른 뒤 아이콘 위치를 변경할 수 있습니다.,55,A679498DD65053DDC350DC5C9AEF0C58D04F57F5CE82B87EC1D0309B0D66C78C,6C 69 72 34 25 E6 01 41 1C CF 23 24 BC 31 DE 4D 53 36 E7 02 30 6B 34 80 1C DD 64 1C DD 4C 2F DE 0A 2D 30 42 65 D1 34 1C DE B1 DE CA 2F DD 15 46 33 32 22 2D 30 2B 37,needs_human_review
822,31/S3014.DAT,0x48320,B검수필요,초핀: 한 번 바꾸면 저장되므로 계속 사용할 수 있습니다.,40,01C72C2E525583F9DCA145F397F6D01B4B0FCE4AD4D55A2E730B343D9F578B47,6C 69 72 34 25 E6 01 2E 32 28 24 8E DD 20 DD 15 46 22 36 DD 60 31 C9 3A 32 22 1C 30 E6 01 8C 29 36 DD 33 46 27 2B 3D 37,needs_human_review
823,31/S3014.DAT,0x4837E,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,68,61391AD4E74235282B302A4AF461AF725CF2E808C776A0E338F05643B7F6DB12,6C 69 72 34 25 E6 01 DD 78 DD 7B DE 6E 28 DD 08 DD 25 30 17 27 30 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 64 23 28 A0 45 20 39 23 3E 1B 38 1C 38 1B 22 3D 26 1D 1C 30 3F 4B 2E 4B DE 07 1E 21 6D 21 70 3A 1B 37,
824,31/S3014.DAT,0x483F8,B검수필요,초핀: 포코 님의 악기는 모두 8개라고 들었습니다. 전부 찾으면 상당히 강해질 겁니다.,64,726054E0097C0D13A157DE49F13C3F7E77BCA250BD75308FA1946DB0D0B6DC17,6C 69 72 34 25 E6 01 D7 D1 CB 1C DD DF DE 7A 28 24 DD 08 DD 25 30 19 45 23 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 08 DD 25 A0 45 20 22 36 24 20 1D 39 DD 19 1B 66 DD 77 23 1D 32 41 26 30 2B 4C 37,needs_human_review
833,31/S3014.DAT,0x487A8,B검수필요,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,66,89F8F398C91DFF7D1E01A9336A8D96E8C1E933FA81EA19646634A60ACE87B693,6C 69 72 34 25 E6 01 63 93 30 1C DD DE DE 75 DD D2 2A DF 17 1D 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37 DE 26 AE 28 5B 44 DD 4F 1C 3B 99 5A 37 E6 01 DD D3 30 38 DD 33 46 22 3D 26 30 2B 4C 37,needs_human_review
862,31/S3022.DAT,0x48822,선택지,병사: 출발하시겠습니까?|출발한다|그만둔다,33,4434B34B7ED06E133E1E8BC60EF78FB2FBEB11A697C6A5A70421B680495C2865,66 68 25 E6 01 56 76 1D 3A 1B 27 2B 20 3C E6 01 E5 03 56 76 2B 22 E6 01 E5 03 40 29 75 39 40 51 22,
903,31/S3024.DAT,0x45ECA,빌드대기,병사|흥!|좀 강하다고 잘난 척하지 마.,37,A9823E223DDEB33749D60EBADCFECDC54E35E076792EF4B28833708A90B23832,66 68 25 E6 01 97 2D 29 37 E4 1F E6 01 4B 73 29 36 DD 19 1B 20 33 29 21 DD 86 96 23 1C 22 2D 4A 48 1D 1B 6A 37,
935,31/S3024.DAT,0x46966,빌드대기,아이|앗! 뱀파이어 배트 버스터다.,32,0A6A249A1667CD871E834A2D5C9C60BEB26986D05B7796926705B7D9F95C47D3,96 DD 0D 25 E6 01 3F 29 24 E6 01 58 2D 58 1B 40 58 29 36 58 2B 1F 31 1C 3B 23 1B 4B 48 2D 35 37,
961,31/S3024.DAT,0x47F68,선택지,|아크|쿠쿠루|토슈,25,E6EC44B1A3F24D691CD182B5C373577A6581F1AC73DDC10310993AF2B9836F15,D0 B1 25 E6 01 E5 03 42 31 4E E6 01 E5 03 4E 4E 53 E6 01 E5 03 5C 82 60 AB,
969,31/S3031.DAT,0x47C40,빌드대기,야군: 하지만 그건 아이들에게는 무리입니다. 너무 위험합니다.,38,DFD741EA36516B93A901C525A1D762990E579809EE489C7706CADCC03AA0CAB4,BB 80 34 25 E6 01 1E 20 1E 1D 2A 33 24 41 32 28 96 DD 0D 23 28 DD 6F DD E5 35 1D E6 01 DE 18 DE 40 2B DD 7D 22 37,
993,31/S3032.DAT,0x47994,빌드대기,야군: 알겠습니다. 숲까지 가는 열차 탑승을 허가하지요.,40,1811F9870AECE590C988F36BF0DD7216248CB1E56BB776243AB80C48A06B6F8C,BB 80 34 25 E6 01 43 20 39 27 1E 1F 37 E6 01 DD 10 27 30 1C DE 22 DE 0E 1C DD 43 DE 0E 2F DD B0 DD E1 1E 27 1E 73 26 37,
1035,32/S3061.DAT,0x48344,빌드대기,"은혜의 정령: 자, 스메리아의 토우빌로 돌아가거라.",32,1D815D479228B7664AB02BDB581D8E53D34FC2910D8254D02D3B367A23295F32,B4 6D 1C 4D 4F 25 E6 01 3A 3F 24 E6 01 47 78 6B 42 1C 5C 71 DD 39 DD 03 53 23 D9 39 1D 3A 1B 37,
1045,32/S3062.DAT,0x47E48,빌드대기,"은혜의 정령: 자, 토우빌로 향하거라.",27,E1227E4684591CB1E18D97B578A246EC685C68857418494EC21CF8D6B7CD211E,B4 6D 1C 4D 4F 25 E6 01 3A A1 24 5C 71 DD 39 DD 03 53 8A DD 01 20 1B 1D 3A 1B 37,
1048,32/S3063.DAT,0x47D88,빌드대기,은혜의 정령: 그는 그곳에서 너희의 역사를 계속 지켜보고 있었단다.,41,0A6C95D4F57BCBA30BD4B4C13880CA1C8AD313EB4BE77CE73A63A7106824C1EA,B4 6D 1C 4D 4F 25 E6 01 DD 73 28 24 3F 41 2E 30 24 3F 1D 1F 2A 1F 1C DE 23 DE 3A 2F E6 01 A0 DD 9B 49 21 1B 1F 1C 30 2B 37,
1108,4/S4021.DAT,0x47992,빌드대기,병사1: 팔렌시아 최고의 경호원도 잘됐군.,32,62B2901C10D7209D61DD3BF517BF291C45687A9DB11BC38E7AC502383FF680D0,66 68 12 25 E6 01 A3 6F 34 60 42 44 29 21 1C DD 3E DD 11 DF 0E 38 E6 01 DD 3D 27 3F 4C C0 1D 37,
1113,4/S4021.DAT,0x47AFA,빌드대기,"병사2: 개조하는 거지, 살기 좋게.",25,DD439E3136F5FEA82BA9C740DCED601E7D8940B259DDFD427261F680C815E43A,66 68 13 25 E6 01 DE 1A DD D5 2B 22 1C 3A 24 E4 1F DD 67 6D 40 2B 3E 1D 37,
1115,4/S4021.DAT,0x47B8E,빌드대기,무슨 개조냐. 살고 있는 사람들을 뭐라고 생각하는 거야!,30,E90E39F7FD50C461342AF6E23C622B05FF009FEA6B959F06258E15FDE2EDFAAE,6E 2A DE 1A DD D5 35 37 E6 01 DD 67 2D 30 22 52 88 2F 6E 35 36 E6 01 9F 29 21 40 2A 22 02,
1119,4/S4022.DAT,0x47A0C,빌드대기,병사2: 대신이 밀고 있는 팔렌시아 개조 계획에 맞선 죄로 말이지.,40,0E3767DBB1E33898FB8954BADA72AD6B60A77111FE6DCB053E4032016F99E4DA,66 68 13 25 E6 01 50 8B 1C DD BD 51 21 1B 22 A3 6F 34 60 42 1C DE 1A DD D5 DE AC DE 7F 23 1F 21 45 1B 1F DE 72 30 1D 37,
1120,4/S4022.DAT,0x47A68,빌드대기,"너희, 약속만은 지켜 줄 거지!",25,EC4D554A7A94CA905671F63A0B42E20CBDF979528805998572863CA357C55E74,3B 27 46 33 24 DD 7E DD 87 35 49 28 DD 1E 29 21 3E 32 22 2D 35 55 26 1D 02,
1122,4/S4022.DAT,0x47AFA,빌드대기,두목과 부하들의 목숨을 담보로 난 이 일을 하는 거야.,33,B436528E7A21CEF79E326E2C7A88F9FA30FFD2D33EF852E2BC05EECCB1623C5C,DD D8 B2 36 DD D1 B2 54 38 1C CC 36 E6 01 DD B3 44 DE CC 46 23 E6 01 AD 28 2E 26 1E 21 22 2D 35 37,
1125,4/S4022.DAT,0x47BF6,빌드대기,병사2: 그런데 정말 잘 타는군.,19,5561CAAA0D4C5C0D92650ECF1C6647461684BBCD7940B5527D942E006FD4DDD5,66 68 13 25 E6 01 1E 20 1E 24 3D 3E DE C1 46 1F 1D A1 37,
1129,4/S4022.DAT,0x47D34,빌드대기,병사1: 결행은 내일이다. 곧 그놈들과 같은 곳으로 갈 수 있을 거야.,37,A856F15A8D619306E6837EB22C225F54F4E760852727EB1D1F5D1FF2796F5CBE,66 68 12 25 E6 01 9D 74 28 DD 92 DD 74 35 37 E6 01 2B DD B7 23 3F 1B 45 33 36 8E DE A2 1C C2 8A 74 49 22 3A 37,
1131,4/S4022.DAT,0x47E1E,빌드대기,두목님... 동생분들...,26,4F5A6927219C396B81B5BCFE00318BE6C39AF29D221ECE535E8A79352DFAF47E,DD D8 B2 DF 61 DF 61 DF 61 37 E4 1F E6 01 DD D1 B2 1F 4B DF 61 DF 61 DF 61 37,
1150,4/S4031.DAT,0x47F7A,빌드대기,앞으로 네 여행에 도움이 될 옛 전기는 토우빌 안쪽의,40,5595991C70F42583D1AC2944CBE8BF0BA129C18C2F9412D40314E8A857DF0F56,3B 27 46 1C 2E 32 20 33 1C DD B8 1C DD 31 49 23 1D 22 E6 01 DD 69 1C DD 07 DD F5 28 24 5C 71 DD 39 DD 03 53 1C 3B 3E 1C,
1168,4/S4031.DAT,0x48516,빌드대기,좋아! 우선 전기를 손에 넣자.,19,D4CAC4E60593CED24CBD10B6A6ABAA8D656D0705B89F45B88D613E46828AF264,3D 1E 02 E6 01 27 8C DD 07 DD F5 2F 87 23 86 32 3D 26 37,
1181,4/S4033.DAT,0x47CDC,선택지,다음 정령은 그레이시누에 있다. 읽으시겠습니까?|읽는다|읽지 않는다,38,6A832E5B7172805C06D1E43AEB194D905D646859B276348BF76085C5857DAA3F,5B DD 2A 1C 4D 4F 28 80 6F 65 60 31 DD C7 23 5A E6 01 3D 6D 27 2B 20 3C E6 01 E5 03 3D B5 E6 01 E5 03 3D 27 1D 1B,
1215,4/S4034.DAT,0x47D30,선택지,다음 정령은 카데르에게. 읽으시겠습니까?|읽는다|읽지 않는다,36,FFDBC211E6B7D7BD459220F599E3B5CD7382C1902A30B5EBCA99F257C45BEE4F,5B DD 2A 1C 4D 4F 28 DD 56 31 81 53 23 5A E6 01 3D 6D 27 2B 20 3C E6 01 E5 03 3D B5 E6 01 E5 03 3D 27 1D 1B,
1245,4/S4035.DAT,0x47D30,선택지,다음 정령은 아리바샤에게. 읽으시겠습니까?|읽는다|읽지 않는다,37,FEC128B98E39694F4F7AFBCDC7F11F92BC105BF3813A183607B2605A0C6A6D9F,5B DD 2A 1C 4D 4F 28 42 6B AF 31 60 D6 23 5A E6 01 3D 6D 27 2B 20 3C E6 01 E5 03 3D B5 E6 01 E5 03 3D 27 1D 1B,
1267,4/S4035.DAT,0x484C8,빌드대기,내 소환 몬스터는 쓸 만한 녀석뿐이니까 말이야.,29,4416A9CDD2DFA231520EDBEB87AADC400FD5BD7335A329755CDA06D31073A66E,43 1E 1C DD 78 DD 7B 5F 34 47 62 31 28 DD 33 46 22 40 45 58 20 39 4A 48 20 33 1C 26 37,
1271,4/S4036.DAT,0x47CDC,선택지,마지막 정령은 스메리아에. 읽으시겠습니까?|읽는다|읽지 않는다,36,F820D7568607A3A5FA8B70782663C97759F2FC0B0965FBBD11B9692C876AFC65,5B DD 2B C3 1C 4D 4F 28 47 78 6B 42 23 5A E6 01 3D 6D 27 2B 20 3C E6 01 E5 03 3D B5 E6 01 E5 03 3D 27 1D 1B,
1312,5/S5011.DAT,0x4810A,빌드대기,이쪽도 장사니까 말이야.,15,05AAE726D8D082A1B19C3D1C8B9BFE2DC29417F620A3ACB5CC0219F3BDD3D4F3,2E 29 4B 38 DD DA DD CE 35 20 33 4C DF 5D 37,
1313,5/S5011.DAT,0x4815A,빌드대기,"장사가 뭐냐고, 이 자식아! 한 대 맞아 볼래, 이 자식아!",37,B004C6A7D143C18C33DA69B14F01C495EDD7C6318B421AE389833A590AC2144A,DD DA DD CE 36 28 6E 35 24 21 51 C0 02 E6 01 E4 3D E4 3D E4 3D DE 30 1B AC 3F 1B 21 C0 20 24 2E 33 A1 02 E4 3D,
1348,5/S5013.DAT,0x47702,빌드대기,초핀: 정비하여 기다리고 있습니다.,26,0480F9A767B91D85321844F6FDE8EF6AF4DDAAF83FD423EB154E00EF01A4F186,6C 69 72 34 25 E6 01 1B 45 30 38 DD 1D C5 1E 21 3B 98 4B 1E 21 3B 39 27 2B 37,
1352,5/S5013.DAT,0x47A84,빌드대기,초핀: 정비하여 기다리고 있습니다.,26,0480F9A767B91D85321844F6FDE8EF6AF4DDAAF83FD423EB154E00EF01A4F186,6C 69 72 34 25 E6 01 1B 45 30 38 DD 1D C5 1E 21 3B 98 4B 1E 21 3B 39 27 2B 37,
1357,5/S5013.DAT,0x47D1E,빌드대기,"초핀: 그럼,이쪽으로",14,05915F89EBA9D8E7D82EC09372C95E30CC6C9D357277F6C6EAEEE7C9AD6112E4,6C 69 72 34 25 E6 01 30 28 24 2E 4B 33 8A,
1358,5/S5013.DAT,0x47E4E,빌드대기,초핀: 정비하여 기다리고 있습니다.,26,0480F9A767B91D85321844F6FDE8EF6AF4DDAAF83FD423EB154E00EF01A4F186,6C 69 72 34 25 E6 01 1B 45 30 38 DD 1D C5 1E 21 3B 98 4B 1E 21 3B 39 27 2B 37,
1361,5/S5013.DAT,0x47F80,빌드대기,"초핀: 아이템, 장신구, 특수 능력을 고를 때 L이나 R을 누르면 효과를 볼 수 있습니다.",72,E01FEEAB02854B59D05DC4A94DDFE7EB436D17307E25234F245518B2DC01DF54,6C 69 72 34 25 E6 01 42 65 DB D8 2C 42 4E DD 60 77 6B 31 2C DE 96 1E DE 20 DD 80 61 28 24 BC 31 DE 4D 53 30 DE 0A 2D 30 1B 22 CF 23 DF 60 20 DF 03 DD A1 62 34 2F 3B 2B 2E 36 30 24 41 1C DD C1 DD 1F 2F A0 32 27 2B 37,
1370,5/S5013.DAT,0x48336,선택지,|전투 요령 2|유용한 정보|그만,37,B1EE50D8D071DB186CE4C84C7DE300AE1458D924E68436B871F9E93B51DC23B7,E5 03 AF 5C 53 1C DD 11 DD A7 01 41 1C 13 E6 01 E5 03 DE A6 3D 39 1D B0 E6 01 E5 03 40 29 75 39 24 1B 1B 40 37,
1381,5/S5013.DAT,0x48758,빌드대기,...,7,E0633B40BB528567099E0BC9F38BDC8F129001A062A9187C161EC014B545AD2C,DF 61 DF 61 DF 61 37,
1386,5/S5013.DAT,0x48912,빌드대기,낙오자라니 누구를 말하는 게냐?,16,F855531016F6FD63C6B10BF0ABD6B3E174629CC1CB0E318E31B954F70B169C52,DD A4 4B 2E D2 32 36 28 DD D3 1C 2E 36 4A 48 3C,
1387,5/S5013.DAT,0x4895E,선택지,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,58,7F7B7AFB2167DEEE0053DA7F9D0099DCA7D9FAC14B548065A00E9DCFCD2D3AB5,E5 03 42 57 57 5C 47 1C DD 8F DD 9D 67 34 7F 69 34 E6 01 E5 03 DD 3A 53 64 31 7C 1C 41 1C C3 E6 01 E5 03 57 64 67 DD 9E 30 1C DD BF 74 E6 01 E5 03 40 29 75 39 24 1B 1B 40 37,
1388,5/S5013.DAT,0x489E2,빌드대기,초핀: 아라라토스의 유적 던전은 층이 상당히 많은것 같습니다.,43,55921279E4108E5CE5655F6ACB9D96F1B193FB6F94E6239D0399C44F592296C2,6C 69 72 34 25 E6 01 42 57 57 5C 47 1C DD 8F DD 9D 67 34 7F 69 34 28 E6 01 DE 09 DD 42 23 DD B2 DE D2 2A DE A0 1B 3D 26 30 2B 37,
1393,5/S5013.DAT,0x48BAC,빌드대기,맡길 리가 없잖아!,12,0C035B63CA10635CEF278130A8031E01AA4DC4344623CD7F060C4B5DF9932D4B,27 20 59 22 DE BA 1D 1B 30 1E 73 02,
1398,5/S5013.DAT,0x48D5A,빌드대기,친절하기도 하군.,8,EF3208AE79755055282651C4ABA4D63F55FD2C5A8AAAEEC0CA69793B19D1D50C,40 3A 1E DE B6 1C 26 37,
1402,5/S5013.DAT,0x48EAC,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,22,FD833A627226207FF9012FC65AA646AE25CFD3C3F7BD6F0E08F7B89F48872728,6C 69 72 34 25 E6 01 54 32 23 45 1B 21 3B B0 1E 1E 27 1E 73 26 3C,
1403,5/S5013.DAT,0x48F04,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,51,1F5BACB51D7DE242B4C95523B75D7147F57D01C7CE921209A945541C66CDE889,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E 23 45 1B 21 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1404,5/S5013.DAT,0x48F80,선택지,|포코의 악기|투기장|키토우올|그만,42,35F26F64A7FD83289D466AF3C0539097937D217B100509F03230C18002316FF0,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 40 29 75 39 1B 1B 40 37,
1405,5/S5013.DAT,0x48FF2,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,47,ACA249B20629F394DAD814883CD5E1AE68ED6932BBF3FEB0B79C45F9D01D29C6,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1406,5/S5013.DAT,0x4906A,선택지,|포코의 악기|투기장|키토우올|다음 페이지,41,C5A6454CB1226CA398B021539B18FDC7CCC0E3C16FAEEC90EED2BF257FB12D9E,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1407,5/S5013.DAT,0x490DC,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,56,DB9FC7069B927DFED84DCD923A7D168FACF031D0EDB23DE8B62E332B35B527D2,E5 03 57 64 67 DD 9E 1C DD BF 74 E6 01 E5 03 A2 64 34 60 34 80 47 5C 31 34 E6 01 E5 03 42 4E DD 60 77 6B 31 5B 44 DD 4F 1C 3B 99 5A E6 01 E5 03 40 29 75 39 1B 1B 40 37,
1408,5/S5013.DAT,0x49156,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,50,E9DDC731776B5FA21E2B7C9F7B674D02404258BB9C07A3C492BDC1B82934D06E,6C 69 72 34 25 E6 01 DD 3C 31 DD 4D 34 3A 2D 2A DD 99 88 23 1D 29 1F C3 23 8F 53 DD 56 47 1C DE F2 1C 47 5C 31 34 77 31 4E 53 8A 74 44 27 1E 1F 20 3C,
1409,5/S5013.DAT,0x491BA,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,42,1FAE813547BC6555B9D4DE1A499B958014955AA5904465A5842A1D2C93D4D316,6C 69 72 34 25 E6 01 2E 2E 30 28 24 3F 22 42 65 DB D8 2A 87 23 86 39 27 2B 37 47 5C 31 34 77 31 4E 53 35 49 23 DF 61 DF 61 37,
1413,5/S5013.DAT,0x49346,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,68,61391AD4E74235282B302A4AF461AF725CF2E808C776A0E338F05643B7F6DB12,6C 69 72 34 25 E6 01 DD 78 DD 7B DE 6E 28 DD 08 DD 25 30 17 27 30 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 64 23 28 A0 45 20 39 23 3E 1B 38 1C 38 1B 22 3D 26 1D 1C 30 3F 4B 2E 4B DE 07 1E 21 6D 21 70 3A 1B 37,
1423,5/S5013.DAT,0x49770,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,66,89F8F398C91DFF7D1E01A9336A8D96E8C1E933FA81EA19646634A60ACE87B693,6C 69 72 34 25 E6 01 63 93 30 1C DD DE DE 75 DD D2 2A DF 17 1D 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37 DE 26 AE 28 5B 44 DD 4F 1C 3B 99 5A 37 E6 01 DD D3 30 38 DD 33 46 22 3D 26 30 2B 4C 37,
1430,5/S5021.DAT,0x47B0E,빌드대기,나는 거기서 보물을 찾아내어 장사로 삼는 모험가란 말이지.,45,8556E718C19E667D009E6F72BF78DBAC5F082115F30BFCC2051B909CF901C8D2,43 1E 28 41 2E 30 24 E6 01 DD C9 DD 49 2F DE 07 1E 56 1E 21 28 E6 01 DD DA DD CE 23 1E 21 3B 22 DF 0D DE 40 DD 5E E6 01 1D 2D 4A 48 37,
1431,5/S5021.DAT,0x47B70,빌드대기,네 장사 이야기를 듣고 있는 게 아니야.,24,21C510AD94AE69671247397C87B00A0459F2CFE42D528293E60C93CD19EF703D,21 51 C0 1C DD DA DD CE 1C B0 2F E6 01 D3 1B 21 22 2D 4A 48 4C C0 6A 37,
1437,5/S5021.DAT,0x47D3E,빌드대기,이제부터가 장사 이야기라는 거지?,20,47E79FA7BC90388FD63D1BF2C40370E56330905BD5327D057AE6282FDB5BC64B,2E 2E 20 33 2A 24 E6 01 DD DA DD CE 1C B0 29 21 43 49 4C 3C,
1452,5/S5021.DAT,0x481D8,빌드대기,그곳 지하 5층에 있는 소환의 항아리를 가져와 주었으면 하네.,39,BBF4BB8DE5FFE9CFD207263165C05D8CDB5DF28137B8A1D59FFE43312BCC1597,41 2E 1C 90 70 16 DD B2 23 3F 22 E6 01 5B DD 78 DD 7B 1C 45 D2 5A 2F DD 29 29 21 9A 21 E6 01 DD 24 1E 1B 2D 4A 48 37,
1461,5/S5022.DAT,0x478FC,빌드대기,지하 5층에 있는 소환의 항아리라네.,23,DCEC63DDEC80E594E1C8FA89E31C5167AEA25C09BA324990656C2A83BDD2F426,90 70 16 DD B2 23 3F 22 E6 01 5B DD 78 DD 7B 1C 45 D2 5A 4A 48 6A 37,
1463,5/S5023.DAT,0x4792E,빌드대기,"훌륭하군, 소환의 항아리를 손에 넣은 모양이구나.",25,D80A308D2CEE554D5F72A9C1824F15E5716085860693A13109F2228BACC1AE01,A0 7A 24 5B DD 78 DD 7B 1C 45 D2 5A 2F E6 01 87 23 86 32 1F 3D 26 35 1D 37,
1466,5/S5023.DAT,0x47A38,빌드대기,확실히 소환의 항아리로군. 그런데 어째서 정령 따위를 만나고 싶은 겐가?,41,8B4E91D163D28BC8EBCF615CA1E5711CD833DA52FF8E16E4BA772E9399D94022,1F 1E 20 23 5B DD 78 DD 7B 1C 45 D2 5A 35 37 E6 01 1E 20 1E 24 1D 2D 30 24 4D 4F 1D 2D 6A 23 E6 01 7B 1B 1F 1B 2D 4A 48 3C,
1483,5/S5025.DAT,0x47DA4,빌드대기,우효효효효! 또 수집품이 늘었구먼!,27,A0D460D950B24B2FA7082489D3180BCDCFBC91E5DA2B57B803482DDFA3A4B4EA,26 7D 73 7D 73 7D 73 7D 73 02 E6 01 27 1F D1 6F 4E 60 69 34 2A 97 46 1F 43 1B 02,
1552,6/S6013.DAT,0x4834E,빌드대기,"카데르라면 해마다 무투 대회가 있고, 그 상품이 바람의 오브라는 것이었던 걸로 기억하는데?",59,81B3AFEC0BD920FE843C804B3E68EEA4601983CC4DED292ED36C2B968E6EA73D,DD 56 31 81 53 1D 33 24 DE BC DA DE 28 93 50 7B 2A 3F 29 21 24 41 2E 1C DE 69 DE 2B 2A E6 01 5B C1 1C 8F 31 C9 5A 36 1B 26 38 1C 35 29 1F 3D 26 23 DD F5 DE FA 1E 21 3B 22 2A 3C,
1580,6/S6014.DAT,0x482E2,선택지,|전투 요령 2|유용한 정보|그만,37,B1EE50D8D071DB186CE4C84C7DE300AE1458D924E68436B871F9E93B51DC23B7,E5 03 AF 5C 53 1C DD 11 DD A7 01 41 1C 13 E6 01 E5 03 DE A6 3D 39 1D B0 E6 01 E5 03 40 29 75 39 24 1B 1B 40 37,
1591,6/S6014.DAT,0x48704,빌드대기,...,7,E0633B40BB528567099E0BC9F38BDC8F129001A062A9187C161EC014B545AD2C,DF 61 DF 61 DF 61 37,
1597,6/S6014.DAT,0x4890A,선택지,|아라라토스 유적|미르마나의 이후|라마다 수행|그만,58,7F7B7AFB2167DEEE0053DA7F9D0099DCA7D9FAC14B548065A00E9DCFCD2D3AB5,E5 03 42 57 57 5C 47 1C DD 8F DD 9D 67 34 7F 69 34 E6 01 E5 03 DD 3A 53 64 31 7C 1C 41 1C C3 E6 01 E5 03 57 64 67 DD 9E 30 1C DD BF 74 E6 01 E5 03 40 29 75 39 24 1B 1B 40 37,
1603,6/S6014.DAT,0x48B58,빌드대기,맡길 리가 없잖아!,12,0C035B63CA10635CEF278130A8031E01AA4DC4344623CD7F060C4B5DF9932D4B,27 20 59 22 DE BA 1D 1B 30 1E 73 02,
1608,6/S6014.DAT,0x48D06,빌드대기,친절하기도 하군.,8,EF3208AE79755055282651C4ABA4D63F55FD2C5A8AAAEEC0CA69793B19D1D50C,40 3A 1E DE B6 1C 26 37,
1612,6/S6014.DAT,0x48E58,빌드대기,초핀: 어느 것에 관해 말씀드릴까요?,22,FD833A627226207FF9012FC65AA646AE25CFD3C3F7BD6F0E08F7B89F48872728,6C 69 72 34 25 E6 01 54 32 23 45 1B 21 3B B0 1E 1E 27 1E 73 26 3C,
1613,6/S6014.DAT,0x48EB0,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,51,1F5BACB51D7DE242B4C95523B75D7147F57D01C7CE921209A945541C66CDE889,E5 03 47 5C 31 34 77 31 4E 53 E6 01 E5 03 6B 34 80 1C DE B1 DE CA DE D5 DD 97 E6 01 E5 03 DD 78 DD 7B DE 6E 23 45 1B 21 E6 01 E5 03 DD 2A 1C DD F7 31 7F,
1614,6/S6014.DAT,0x48F2C,선택지,|포코의 악기|투기장|키토우올|그만,42,35F26F64A7FD83289D466AF3C0539097937D217B100509F03230C18002316FF0,E5 03 D7 D1 1C DD DF DE 7A E6 01 E5 03 93 DD 4C 89 E6 01 E5 03 DD B5 31 5C 71 DE B4 31 53 E6 01 E5 03 40 29 75 39 1B 1B 40 37,
