source file,byte offset,length,raw bytes as hex,decoded Japanese
31/S3014.DAT,0x481F2,42,6C 69 72 34 25 E6 01 2E 2E 30 28 24 3F 22 42 65 DB D8 2A 87 23 86 39 27 2B 37 47 5C 31 34 77 31 4E 53 35 49 23 DF 61 DF 61 37,"チョピン 
ここでは、あるアイテムが手に入ります。ストーンサークルだけに・・。"
31/S3014.DAT,0x48252,50,6C 69 72 34 25 E6 01 AF 5C 53 DD 64 23 24 A4 B2 1C 62 31 34 30 E6 01 47 62 31 5C DD A1 62 34 2F 3B 2B 36 E6 01 47 DB 31 62 47 2F A0 32 27 2B 3D 4C 37,"チョピン 
バトル中に、自分のターンで
スタートボタンをおすと
ステータスを見れますよね。"
31/S3014.DAT,0x482B6,55,6C 69 72 34 25 E6 01 41 1C CF 23 24 BC 31 DE 4D 53 36 E7 02 30 6B 34 80 1C DD 64 1C DD 4C 2F DE 0A 2D 30 42 65 D1 34 1C DE B1 DE CA 2F DD 15 46 33 32 22 2D 30 2B 37,"チョピン 
その時に、カーソルと<CTRL:E7:02>でリングの中の技を選んでアイコンの位置を変えられるんです。"
31/S3014.DAT,0x48320,40,6C 69 72 34 25 E6 01 2E 32 28 24 8E DD 20 DD 15 46 22 36 DD 60 31 C9 3A 32 22 1C 30 E6 01 8C 29 36 DD 33 46 27 2B 3D 37,"チョピン 
これは、一度変えるとセーフされるので
すつと使えますよ。"
31/S3014.DAT,0x4837E,68,6C 69 72 34 25 E6 01 DD 78 DD 7B DE 6E 28 DD 08 DD 25 30 17 27 30 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 64 23 28 A0 45 20 39 23 3E 1B 38 1C 38 1B 22 3D 26 1D 1C 30 3F 4B 2E 4B DE 07 1E 21 6D 21 70 3A 1B 37,"チョピン 
召喚獣は全部で6までなると聞いております。中には見つかりにくいものもいるようなのであちこち探してみて下さい。"
31/S3014.DAT,0x483F8,64,6C 69 72 34 25 E6 01 D7 D1 CB 1C DD DF DE 7A 28 24 DD 08 DD 25 30 19 45 23 1D 22 36 D3 1B 21 3B 39 27 2B 37 DD 08 DD 25 A0 45 20 22 36 24 20 1D 39 DD 19 1B 66 DD 77 23 1D 32 41 26 30 2B 4C 37,"チョピン 
ポコ様の楽器は、全部で8つになると聞いております。全部見つかると、かなり強い兵隊になれそうですね。"
31/S3014.DAT,0x4846E,41,6C 69 72 34 25 E6 01 41 1C C3 1C 93 DD 4C 89 30 28 24 AF 5C 53 23 D5 29 1F DE D7 2F DE D7 46 21 1B 22 6D 1F 1B 30 2B 4C 37,"チョピン 
その後の闘技場では、バトルに勝つた数を数えているみたいですね。"
31/S3014.DAT,0x484CA,42,6C 69 72 34 25 E6 01 44 29 36 24 1B 1B 2E 36 2A 3F 39 27 2B 20 33 E6 01 2A 2D 58 29 21 DD F5 55 3E 2F DD EF 29 21 70 3A 1B 37,"チョピン 
きつと、いいことがありますから
がんばつて記ろくを作つて下さい。"
31/S3014.DAT,0x4852A,66,6C 69 72 34 25 E6 01 DD 3C 31 DD 4D 34 CB 1C DD B5 31 5C 71 DE B4 31 53 1C DD 1B DD 51 1C DD 0A 23 5B 50 44 1B DD 41 DE 06 5A 2F DE 04 9C DD 5D B5 36 50 DD 41 76 2A E6 01 DD C4 2E 22 41 26 30 2B 37,"チョピン 
ゴーゲン様のキートウオールの魔法の火に<G:90>大きい爆弾<G:89>を投げ込むと大爆発が
起こるそうです。"
31/S3014.DAT,0x4859E,36,6C 69 72 34 25 E6 01 5F 34 47 62 31 1C DD D4 1B 36 2E 55 30 DD 33 29 21 6D 21 28 E6 01 54 26 30 1E 73 26 37,"チョピン 
モンスターの多いところで使つてみては
どうでしょう。"
31/S3014.DAT,0x485F8,68,6C 69 72 34 25 E6 01 57 64 67 DD 9E 30 28 24 57 34 4E 2F DE D5 49 21 DD BF 74 2F 74 29 21 1B 22 3D 26 30 2B 2A 24 41 1C DD 08 21 2F DD 79 46 22 36 87 23 86 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37,"チョピン 
ラマダ寺では、ランクを設けて修行を行つているようですが、その全てを終えると手に入るアクセサリーがあるようです。"
31/S3014.DAT,0x4866E,38,6C 69 72 34 25 E6 01 1F 35 24 57 64 67 DD 9E 30 38 33 46 22 43 49 30 28 1D 1B 3D 26 30 2B 2A DF 61 DF 61 DF 61 37,"チョピン 
ただ、ラマダ寺でもらえるわけではないようですが・・・。"
31/S3014.DAT,0x486CA,66,6C 69 72 34 25 E6 01 A2 64 34 60 34 80 47 5C 31 34 1C 3F 22 89 C2 2A 43 20 39 27 1E 1F 37 12 45 28 47 78 6B 42 1C 5C 71 DD 39 DD 03 53 E6 01 12 45 28 42 57 57 5C 47 1C DD 8F DD 9D 67 34 7F 69 34 24,"チョピン 
ロマンシングストーンのある場所がわかりました。1つはスメリアのトウヴィル
1つはアララトスの遺跡ダンジョン、"
31/S3014.DAT,0x4873E,52,6C 69 72 34 25 E6 01 12 45 28 DD 3C 31 DD 4D 34 CB 2A 24 DD 2B C3 1C 12 45 28 42 31 4E 3A 2D 1C B7 B9 2A DD 09 29 21 33 29 1E 48 29 1F 6D 1F 1B 30 2B 4C 37,"チョピン 
1つはゴーゲン様が、最後の1つはアークさんの父上が持つてらつしゃつたみたいですね。"
31/S3014.DAT,0x487A8,66,6C 69 72 34 25 E6 01 63 93 30 1C DD DE DE 75 DD D2 2A DF 17 1D 22 42 4E DD 60 77 6B 31 2A 3F 22 3D 26 30 2B 37 DE 26 AE 28 5B 44 DD 4F 1C 3B 99 5A 37 E6 01 DD D3 30 38 DD 33 46 22 3D 26 30 2B 4C 37,"チョピン 
戦闘での経験値が倍なるアクセサリーがあるようです。名前は<G:90>きぬのおび<G:89>。
誰でも使えるようですね。"
31/S3022.DAT,0x47CBA,18,85 1F 4B 14 52 30 38 E6 01 35 1B 4A 73 26 CA 3D 4C 3C,"私たち3人でも
だいじょうぶよね？"
31/S3022.DAT,0x47D06,22,5B DD 56 BC 57 47 1C DD 10 5A 28 74 20 1D 3E 21 1B 1B 1C 20 1D 37,<G:90>カカラスの森<G:89>は行かなくていいのかな。
31/S3022.DAT,0x47D52,12,14 52 30 35 1B 4A 73 26 CA 20 1D 3C,3人でだいじょうぶかな？
31/S3022.DAT,0x47D96,48,66 68 25 E6 01 3B 27 46 DD 16 2A 24 5F 34 47 62 31 2F DD 83 2B 1D 54 36 E6 01 DD 1C DD E2 A9 09 1D 27 1B 44 0A 2F 91 29 21 22 DD 02 DD 4E 20 3C,"兵士 
おまえ等が、モンスターを倒すなどと
生意気(なまいき)を言つてるガキか？"
31/S3022.DAT,0x47DF8,35,66 68 25 E6 01 AD 83 BA 52 23 27 20 59 21 24 35 27 29 21 91 26 7A 2F E6 01 D3 1B 21 32 58 1B 1B 2D 35 37,"兵士 
俺達軍人にまかせて、だまつて言うこを
聞いてればいいんだ。"
31/S3022.DAT,0x47E54,38,66 68 25 E6 01 BB 80 34 CB 28 24 2E 1C 5E 1C 7C 34 AF 31 12 35 37 E6 01 3A 20 33 26 36 DE 30 1B AC 23 3F 26 6A 37,"兵士 
ヤグン様は、この国のナンバー1だ。
さからうとひい目にあうぞ。"
31/S3022.DAT,0x47EB2,50,66 68 25 E6 01 5B 53 DD A0 7F 1C DD 10 5A 36 5B DD 60 34 AF 57 1C DF 34 5A 23 E6 01 1B 3E 1C 20 37 E6 01 3F 41 2E 1C 5F 34 47 62 31 28 DD 19 1B 6A 37,"兵士 
<G:90>ルワジの森<G:89>と<G:90>センバラの沼<G:89>に
いくのか。
あそこのモンスターは強いぞ。"
31/S3022.DAT,0x47F16,35,66 68 25 E6 01 27 8C 5B DD 56 BC 57 47 1C DD 10 5A 30 61 35 51 1E 30 38 E6 01 1E 21 6D 1F 33 54 26 35 37,"兵士 
ます<G:90>カカラスの森<G:89>で力だめしでも
してみたらどうだ。"
31/S3022.DAT,0x47F72,47,66 68 25 E6 01 BB 80 34 CB 2A DD 89 BA 36 1E 21 A2 64 6B 42 20 33 9A 21 20 33 24 5F 34 47 62 31 2A DE 7D 2F 3B 41 26 7A 2A 1D 3E 1D 29 1F 37,"兵士 
ヤグン様が将軍としてロマリアから来てから、モンスターが街をおそうこがなくなつた。"
31/S3022.DAT,0x47FD4,56,66 68 25 E6 01 3A 2B 2A 43 32 33 2A 50 DD 89 BA 02 E4 3D E6 01 DF 61 DF 61 30 38 24 DD 89 BA 2A 5F 34 47 62 31 36 63 26 1C 2F E6 01 8E DD 20 38 6D 1F 7A 1D 1B 1D A1 37,"兵士 
さすがわれらが大将軍!<CTRL:E4:3D>
・・でも、将軍がモンスターと戦うのを
一度もみたこないなっ。"
31/S3022.DAT,0x48044,40,66 68 25 E6 01 4A 48 27 35 24 4A 48 27 35 02 E6 01 2E 2E 28 24 96 DD 0D 1C 26 55 4B 73 55 2B 22 89 C2 4A 48 1D 1B 6A 37,"兵士 
じゃまだ、じゃまだ!
ここは、子供のうろちょろする場所じゃないぞ。"
31/S3022.DAT,0x480A4,32,66 68 25 E6 01 54 26 38 47 A3 65 2A 1B 22 33 1E 1B 6A 37 E6 01 A9 2F 45 49 4C 58 DF 61 DF 61 37,"兵士 
どうもスパイがいるらしいぞ。
気をつけねば・・。"
31/S3022.DAT,0x4811A,34,A8 52 25 E6 01 63 DD 54 2A DD 79 43 29 1F 36 3B 38 29 1F 33 E6 01 C8 DD 20 28 5F 34 47 62 31 4A 48 37,"老人 
戦争が終わつたとおもつたら
今度はモンスターじゃ。"
31/S3022.DAT,0x4816E,33,A8 52 25 E6 01 1B 45 23 1D 29 1F 33 DD A4 4B DD EB 1B 21 3E 33 59 22 2D 4A 48 55 26 DF 61 DF 61 37,"老人 
いつになつたら落ち着いてくらせるんじゃろう・・。"
31/S3022.DAT,0x481CC,27,96 DD 0D 25 E6 01 3B 4A 1B 4B 48 2D 24 43 1F 1E 23 38 3B 28 1D 1E 3A 59 21 3D 37,"子供 
おじいちゃん、わたしにもおはなしさせてよ。"
31/S3022.DAT,0x4821A,27,A8 52 25 E6 01 C6 33 1D 1B 3B 23 1B 3A 2D 23 4B 20 DD F9 3E 2D 4A 48 1D 1B 3D 37,"老人 
知らないおにいさんにちかづくんじゃないよ。"
31/S3022.DAT,0x4826A,11,3F CA 1D 3E 1D 1B 29 21 1C 23 37,あぶなくないつてのに。
31/S3022.DAT,0x482B4,38,B3 25 E6 01 5F 34 47 62 31 36 63 26 1F 51 1C E6 01 DE 53 CF 09 39 2D 4A 0A 1C BA 1C 28 8C 1D 1C 23 DF 61 DF 61 37,"男 
モンスターと戦うための
臨時(りんじ)の軍のはすなのに・・。"
31/S3022.DAT,0x4830C,52,B3 25 E6 01 1D 2D 35 20 E6 01 5E 2F DD 43 29 DD 29 33 32 1F 6D 1F 1B 1D A9 2A DF 61 DF 61 37 E6 01 41 2D 1D C1 23 9F 26 1C 28 85 35 49 30 1E 73 26 20 4C 3C,"男 
なんだか
国を乗つ取られたみたいな気が・・。
そんな風に思うのは私だけでしょうかね？"
31/S3022.DAT,0x48378,22,B3 25 E6 01 85 2A 2E 2E 23 1B 22 2E 36 28 1D 1B 1E 73 30 2B 3D 37,"男 
私がここにいることはないしょですよ。"
31/S3022.DAT,0x4855A,43,66 68 25 E6 01 DD 32 C5 2A 30 44 1F 33 DD 2E 2F 20 49 21 70 3A 1B 37 E6 01 56 DE 13 1C 36 2E 55 30 3B 27 4B 1E 21 3B 39 27 2B 37,"兵士 
準備ができたら声をかけて下さい。
出口のところでおまちしております。"
31/S3022.DAT,0x485D6,10,DE 5C 23 9A 4B 48 29 1F 43 37,頭に来ちゃつたわ。
31/S3022.DAT,0x48614,34,28 4A 51 29 20 33 85 83 2F 5F 34 47 62 31 36 63 46 22 43 49 1D 1B 29 21 9F 29 21 22 E6 01 6D 1F 1B 37,"はじめつから私達をモンスターと戦えるわけないつて思つてる
みたい。"
31/S3022.DAT,0x4866A,8,30 38 54 26 2B 22 1C 3C,でもどうするの？
31/S3022.DAT,0x486A6,46,AD 83 2A 24 5F 34 47 62 31 2F DD 83 1E 21 A0 59 22 1E 20 1D 1B 35 55 26 37 E6 01 DD 89 BA 2A 96 DD 0D 3F 45 20 1B 30 44 1D 1B 3D 26 23 37,"俺達が、モンスターを倒して見せるしかないだろう。
将軍が子供あつかいできないように。"
31/S3022.DAT,0x48708,29,54 2D 1D 5F 34 47 62 31 20 38 43 20 33 1D 1B 1C 23 DF 61 DF 61 50 DE 33 DE 29 20 1D 3C,どんなモンスターかもわからないのに・・大丈夫かな？
31/S3022.DAT,0x4875A,26,3F 32 35 49 91 29 1F 2D 35 37 E6 01 40 22 1E 20 1D 1B 35 55 26 24 4E 4E 53 3C,"あれだけ言つたんだ。
やるしかないだろう、ククル？"
31/S3022.DAT,0x487AE,4,41 26 4C 37,そうね。
31/S3022.DAT,0x48822,33,66 68 25 E6 01 56 76 1D 3A 1B 27 2B 20 3C E6 01 E5 03 56 76 2B 22 E6 01 E5 03 40 29 75 39 40 51 22,"兵士 
出発なさいますか？
<CTRL:E5:03>出発する
<CTRL:E5:03>やつっりやめる"
31/S3022.DAT,0x48882,23,66 68 25 E6 01 DD 32 C5 2A 30 44 1F 33 DD 2E 2F 20 49 21 70 3A 1B 37,"兵士 
準備ができたら声をかけて下さい。"
31/S3022.DAT,0x488E4,16,66 68 25 E6 01 41 32 30 28 1B 44 27 1E 73 26 37,"兵士 
それではいきましょう。"
31/S3022.DAT,0x489C4,26,3F 1D 1F 28 24 74 20 1D 3E 21 1B 1B 43 3D 37 2E 2E 30 DD B9 29 21 1D 3A 1B 37,あなたは、行かなくていいわよ。ここで眠つてなさい。
31/S3022.DAT,0x48A12,9,3A A1 24 1B 44 27 1E 73 37,さっ、いきましょ。
31/S3022.DAT,0x48A50,12,2E 2D 1D 7A 1E 21 50 DE 33 DE 29 3C,こんなこして大丈夫？
31/S3022.DAT,0x48A90,31,85 83 35 49 30 E6 01 5F 34 47 62 31 2F DD 83 3A 1D 44 48 E6 01 DD E2 DD 94 1D 1B 30 1E 73 3C,"私達だけで
モンスターを倒さなきゃ
意味ないでしょ？"
31/S3022.DAT,0x48AE4,13,41 26 35 1D 37 E4 1F E6 01 74 2E 26 37,"そうだな。
行こう。"
31/S3023.DAT,0x47CCA,29,41 32 23 1E 21 38 E6 01 3F 1C 24 BB 80 34 29 21 DD 89 BA E6 01 BB 1D DD 63 35 3D 4C 37,"それにしても
あの、ヤグンつて将軍
ヤな奴だよね。"
31/S3023.DAT,0x47D22,18,47 78 6B 42 23 DD C5 39 1F 3E 1D 29 21 44 1F 1D A1 37,スメリアに帰りたくなつてきたなっ。
31/S3023.DAT,0x47D6C,23,66 68 25 E6 01 1D 2D 35 24 38 26 DD ED DE F9 2F 28 1B 21 22 1C 20 3C,"兵士 
なんだ、もう弱音をはいてるのか？"
31/S3023.DAT,0x47DB6,21,66 68 25 E6 01 3B 27 46 DD 16 23 28 DD 6F DD E5 1D 2D 35 3D 02,"兵士 
おまえ等には無理なんだよ!"
31/S3023.DAT,0x47E04,22,66 68 25 E6 01 5F 34 47 62 31 2A DD 19 3E 21 50 DD 15 35 29 21 3C,"兵士 
モンスターが強くて大変だつて？"
31/S3023.DAT,0x47E4C,39,66 68 25 E6 01 5B DD 56 BC 57 47 1C DD 10 5A 1C 5F 34 47 62 31 35 29 1F 33 E6 01 3B 27 46 33 30 38 D5 21 22 35 55 3C,"兵士 
<G:90>カカラスの森<G:89>のモンスターだつたら
おまえらでも勝てるだろ？"
31/S3023.DAT,0x47EAC,49,66 68 25 E6 01 DD 10 23 1B 44 1F 1B 2D 35 29 21 3C E4 1F E6 01 3F 41 2E 23 28 BA 1C DD 97 DE 17 DD 04 DE 65 DE 22 DE 0E 30 1E 20 74 49 1D 1B A7 37,"兵士 
森にいきたいんだつて？
あそこには軍の定期ゆ送列車でしか行けないぜ。"
31/S3023.DAT,0x47F10,28,66 68 25 E6 01 38 4B 55 2D DD 89 BA 1C DD B0 DD E1 2A 1D 3E 21 28 DD 43 32 1D 1B A7,"兵士 
もちろん将軍の許可がなくては乗れないぜ"
31/S3023.DAT,0x47F64,55,66 68 25 E6 01 DD 30 DD 35 DD 49 2F DD 37 2D 30 1B 22 36 2E 55 2F 5F 34 47 62 31 23 8C 1B CA 2D 3B 41 43 32 1F 20 33 24 DE 22 DE 0E 2F DD 33 26 7A 23 1E 1F 2D 35 37,"兵士 
食ベ物を運んでいるところをモンスターにすいぶんおそわれたから、列車を使うこにしたんだ。"
31/S3023.DAT,0x47FCE,31,66 68 25 E6 01 5E DD 70 28 24 BE DD 16 1C 3B 20 9C 30 DD 30 1B 45 1D 9C 22 29 21 43 49 35 37,"兵士 
国民は、我等のおかげで食いつなげるつてわけだ。"
31/S3023.DAT,0x48026,25,66 68 25 E6 01 54 26 35 3C 2E 1C 5E 1C 5F 34 47 62 31 28 87 DD 19 1B 35 55,"兵士 
どうだ？この国のモンスターは手強いだろ"
31/S3023.DAT,0x48072,18,66 68 25 E6 01 27 29 24 59 1B A7 1B 2A 2D 58 39 1D 37,"兵士 
まつ、せいぜいがんばりな。"
31/S3023.DAT,0x480BC,32,66 68 25 E6 01 40 29 75 39 47 A3 65 2A 1B 22 6D 1F 1B 35 37 E6 01 54 2E 23 1B 22 2D 35 55 26 3C,"兵士 
やつっりスパイがいるみたいだ。
どこにいるんだろう？"
31/S3023.DAT,0x48114,28,66 68 25 E6 01 DD 89 BA 36 1C DD 7E DD 87 2F DD 1F 1F 1E 21 20 33 9A 21 70 3A 1B 37,"兵士 
将軍との約束を果たしてから来て下さい。"
31/S3023.DAT,0x4816E,31,A8 52 25 E6 01 41 26 20 DE B6 37 E6 01 3B 27 46 3A 2D 47 78 6B 42 20 33 9A 1F 2D 20 DE B6 37,"老人 
そうかい。
おまえさんスメリアから来たんかい。"
31/S3023.DAT,0x481C0,29,A8 52 25 E6 01 52 88 DD 82 68 2A DD 7A 1E 3F 26 1D 2D 21 DD BA 1E 1B 7A 4A 48 1C 26 37,"老人 
人聞同士が殺しあうなんて悲しいこじゃのう。"
31/S3023.DAT,0x48232,31,96 DD 0D 25 E6 01 3B 23 1B 4B 48 2D 24 54 2E 20 33 44 1F 1C 3C E6 01 3F 41 2D 30 3E 32 22 3C,"子供 
おにいちゃん、どこからきたの？
あそんでくれる？"
31/S3023.DAT,0x482A8,12,96 DD 0D 25 E6 01 2E 32 3F 9C 22 37,"子供 
これあげる。"
31/S3023.DAT,0x482E6,11,5B 94 5A 2F 38 33 1B 27 1E 1F 37,<G:90>石<G:89>をもらいました。
31/S3023.DAT,0x48326,6,3F 39 2A 36 26 37,ありがとう。
31/S3023.DAT,0x48362,27,96 DD 0D 25 E6 01 94 28 3A 29 44 1C 30 A7 2D CA 35 20 33 24 27 1F 2E 2D 54 4C 37,"子供 
石はさつきのでぜんぶだから、またこんどね。"
31/S3023.DAT,0x483BC,55,B3 25 E6 01 5C DD 14 31 DD 6D 1C DD 10 28 24 20 45 21 28 B4 6D 1C DD 10 36 3D 58 32 24 5E DD 70 1C DD 27 2E 26 1C DD 9A 1E 73 26 35 29 1F 1C 30 2B 2A DF 61 DF 61 24,"男 
トヨーケの森は、かつてはベみの森とよばれ、国民の信こうの対しょうだつたのですが・・、"
31/S3023.DAT,0x48426,29,B3 25 E6 01 C8 4A 48 24 5F 34 47 62 31 1C DD 67 6D 20 23 1D 29 21 1E 27 1B 27 1E 1F 37,"男 
今じゃ、モンスターの住みかになつてしまいました。"
31/S3023.DAT,0x4847C,28,B3 25 E6 01 1E 20 1E 24 43 32 1D 2A 33 26 27 3E 36 49 2E 2D 30 22 36 9F 26 1D A1 37,"男 
しかし、われながらうまくとけこんでると思うなっ。"
31/S3023.DAT,0x486CA,7,DD 6B 23 56 22 1C 3C,外に出るの？
31/S3023.DAT,0x4870A,18,E5 03 DD 6B 23 56 22 E6 01 E5 03 40 29 75 39 40 51 22,"<CTRL:E5:03>外に出る
<CTRL:E5:03>やつっりやめる"
31/S3024.DAT,0x45CC8,21,66 68 25 E6 01 38 26 86 22 DD CC DE 55 28 1D 1B 30 1E 73 26 37,"兵士 
もう入る必要はないでしょう。"
31/S3024.DAT,0x45D18,17,1B 27 3A 33 2E 2E 23 9A 21 38 6E 38 1D 1B 43 4C 37,いまさらここに来ても何もないわね。
31/S3024.DAT,0x45D64,6,27 1F 44 1F 4C 37,またきたね。
31/S3024.DAT,0x45DA4,17,54 1B 45 38 2E 1B 45 38 24 35 33 1E 1D 1B 4C C0 37,どいつもこいつも、だらしないねえ。
31/S3024.DAT,0x45DF0,17,2E 2E 28 24 3F 1B 20 43 33 8C 7D 27 4A 48 1C 26 37,ここは、あいかわらすひまじゃのう。
31/S3024.DAT,0x45E3C,16,2E 2E 28 DD 15 43 29 21 1B 1D 1B 3D 26 35 1D 37,ここは変わつていないようだな。
31/S3024.DAT,0x45E86,11,6E 20 DD A4 4B 21 1D 1B 20 4C 37,何か落ちてないかね。
31/S3024.DAT,0x45ECA,37,66 68 25 E6 01 97 2D 29 37 E4 1F E6 01 4B 73 29 36 DD 19 1B 20 33 29 21 DD 86 96 23 1C 22 2D 4A 48 1D 1B 6A 37,"兵士 
ふんつ。
ちょつと強いからつて調子にのるんじゃないぞ。"
31/S3024.DAT,0x45F28,32,66 68 25 E6 01 DE 22 DE 0E 28 DD DB 23 DD 30 DD 35 DD 49 1C DD 04 DE 65 23 DD 33 29 21 1B 22 37,"兵士 
列車は主に食ベ物のゆ送に使つている。"
31/S3024.DAT,0x45F7A,31,66 68 25 E6 01 5E DD 70 28 24 BE DD 16 1C 3B 20 9C 30 DD 30 1B 45 1D 9C 22 29 21 43 49 35 37,"兵士 
国民は、我等のおかげで食いつなげるつてわけだ。"
31/S3024.DAT,0x45FD2,52,66 68 25 E6 01 3F 1C DE 22 DE 0E 28 24 A2 64 6B 42 20 33 1C 3B 70 2A 39 33 1E 1B A7 37 B5 2E 26 4A 48 38 29 36 2B 79 1B 1C 2A DE 66 29 21 22 1C 20 1D A1 3C,"兵士 
あの列車は、ロマリアからのお下がりらしいぜ。むこうじゃもつとすごいのが走つてるのかなっ？"
31/S3024.DAT,0x46038,38,66 68 25 E6 01 46 24 3B 27 46 A2 64 6B 42 38 C6 33 1D 1B 1C 37 DF 2E 23 3F 22 2E 1C CE DD 12 12 1C 50 5E 35 3D 37,"兵士 
え、おまえロマリアも知らないの。西にあるこの世界1の大国だよ。"
31/S3024.DAT,0x46096,28,66 68 25 E6 01 2E 1C 5E 28 13 11 DA AE 24 47 78 6B 42 36 63 DD 54 1E 21 1F 2D 35 37,"兵士 
この国は20年前、スメリアと戦争してたんだ。"
31/S3024.DAT,0x460E4,29,66 68 25 E6 01 35 20 33 54 26 1E 1F 29 21 43 49 30 38 1D 1B 2D 35 2A 1D DF 61 DF 61 37,"兵士 
だからどうしたつてわけでもないんだがな・・。"
31/S3024.DAT,0x4613A,36,66 68 25 E6 01 40 29 75 39 24 54 26 DD 8B 46 21 38 E6 01 47 A3 65 2A 1B 22 36 1E 20 9F 46 1D 1B 2D 35 2A 37,"兵士 
やつっり、どう考えても
スパイがいるとしか思えないんだが。"
31/S3024.DAT,0x46190,28,66 68 25 E6 01 27 4A 51 23 91 29 21 22 1C 20 29 21 3C E4 3D E6 01 DD DC DD 6E 1D 02,"兵士 
まじめに言つてるのかつて？<CTRL:E4:3D>
失礼な!"
31/S3024.DAT,0x461E4,31,66 68 25 E6 01 3F 2D 1F DD 19 1B 33 1E 1B 1D 3C E6 01 26 4B 1C BA DD 77 23 86 33 1D 1B 20 3C,"兵士 
あんた強いらしいな？
うちの軍隊に入らないか？"
31/S3024.DAT,0x46262,37,A8 52 25 E6 01 5F 34 47 62 31 2A 56 21 20 33 24 E6 01 DD 30 DD 35 DD 49 28 BA 20 33 20 43 1D 44 48 1D 33 2D 37,"老人 
モンスターが出てから、
食ベ物は軍からかわなきゃならん。"
31/S3024.DAT,0x462BA,21,A8 52 25 E6 01 41 32 2A 9D 1E 21 DD 38 3E 1D 1B 2D 4A 48 3D 37,"老人 
それが決して安くないんじゃよ。"
31/S3024.DAT,0x46308,35,A8 52 25 E6 01 5F 34 47 62 31 2A 56 21 20 33 24 DD 30 DD 35 DD 49 28 BA 20 33 20 43 1D 44 48 1D 33 2D 37,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。"
31/S3024.DAT,0x4635E,21,A8 52 25 E6 01 41 32 2A 9D 1E 21 DD 38 3E 1D 1B 2D 4A 48 3D 37,"老人 
それが決して安くないんじゃよ。"
31/S3024.DAT,0x463A6,31,96 DD 0D 25 E6 01 3F 29 24 DD B7 39 31 2D 2B 33 1B B5 58 2B 1F 31 1C 3B 23 1B 4B 48 2D 35 37,"子供 
あつ、ぐりーんすらいむばすたーのおにいちゃんだ。"
31/S3024.DAT,0x463FE,35,A8 52 25 E6 01 5F 34 47 62 31 2A 56 21 20 33 24 DD 30 DD 35 DD 49 28 BA 20 33 20 43 1D 44 48 1D 33 2D 37,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。"
31/S3024.DAT,0x46454,21,A8 52 25 E6 01 41 32 2A 9D 1E 21 DD 38 3E 1D 1B 2D 4A 48 3D 37,"老人 
それが決して安くないんじゃよ。"
31/S3024.DAT,0x4649C,30,96 DD 0D 25 E6 01 3F 29 24 E6 01 46 32 51 2D 1F 22 58 2B 1F 31 1C 3B 23 1B 4B 48 2D 35 37,"子供 
あつ、
えれめんたるばすたーのおにいちゃんだ。"
31/S3024.DAT,0x464F2,35,A8 52 25 E6 01 5F 34 47 62 31 2A 56 21 20 33 24 DD 30 DD 35 DD 49 28 BA 20 33 20 43 1D 44 48 1D 33 2D 37,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。"
31/S3024.DAT,0x46548,21,A8 52 25 E6 01 41 32 2A 9D 1E 21 DD 38 3E 1D 1B 2D 4A 48 3D 37,"老人 
それが決して安くないんじゃよ。"
31/S3024.DAT,0x46590,30,96 DD 0D 25 E6 01 3F 29 24 E6 01 54 31 22 27 2B 1F 31 58 2B 1F 31 1C 3B 23 1B 4B 48 2D 35,"子供 
あつ、
どーるますたーばすたーのおにいちゃんだ"
31/S3024.DAT,0x465E6,35,A8 52 25 E6 01 5F 34 47 62 31 2A 56 21 20 33 24 DD 30 DD 35 DD 49 28 BA 20 33 20 43 1D 44 48 1D 33 2D 37,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。"
31/S3024.DAT,0x4663C,21,A8 52 25 E6 01 41 32 2A 9D 1E 21 DD 38 3E 1D 1B 2D 4A 48 3D 37,"老人 
それが決して安くないんじゃよ。"
31/S3024.DAT,0x46684,33,96 DD 0D 25 E6 01 3F 29 24 E6 01 4A 48 1B 3F 2D 36 58 29 36 58 2B 1F 31 1C 3B 23 1B 4B 48 2D 35 37,"子供 
あつ、
じゃいあんとばつとばすたーのおにいちゃんだ。"
31/S3024.DAT,0x466DE,35,A8 52 25 E6 01 5F 34 47 62 31 2A 56 21 20 33 24 DD 30 DD 35 DD 49 28 BA 20 33 20 43 1D 44 48 1D 33 2D 37,"老人 
モンスターが出てから、食ベ物は軍からかわなきゃならん。"
31/S3024.DAT,0x46734,21,A8 52 25 E6 01 41 32 2A 9D 1E 21 DD 38 3E 1D 1B 2D 4A 48 3D 37,"老人 
それが決して安くないんじゃよ。"
31/S3024.DAT,0x4677C,29,96 DD 0D 25 E6 01 3F 29 24 E6 01 97 39 31 4A 31 58 2B 1F 31 1C 3B 23 1B 4B 48 2D 35 37,"子供 
あつ、
ふりーじーばすたーのおにいちゃんだ。"
