category,id,status,severity,finding,evidence
EXE_UI,ui_pointer:82A58,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:34에서는 선풍격축, 이 UI 별도 포인터에서는 회오리 차기로 달라짐.",current=회오리 차기; source glyph=original_ui_42.png ID ui_pointer:82A58; original bytes=DE 9C C1 B1 DE A3; V375 pointer=0x8019BD25
EXE_UI,ui_pointer:82A60,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:36에서는 귀신류영파, 이 UI 별도 포인터에서는 유령 파동로 달라짐.",current=유령 파동; source glyph=original_ui_42.png ID ui_pointer:82A60; original bytes=DE F4 DD 2F DE 24 DE 81 DE 5B; V375 pointer=0x8019BD4D
EXE_UI,ui_pointer:82A7C,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:48에서는 풍뢰파, 이 UI 별도 포인터에서는 바람 전기로 달라짐.",current=바람 전기; source glyph=original_ui_42.png ID ui_pointer:82A7C; original bytes=C1 DD A5 DD 62; V375 pointer=0x8019BD85
EXE_UI,ui_pointer:82A80,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:50에서는 빙의, 이 UI 별도 포인터에서는 몸 가져오기로 달라짐.",current=몸 가져오기; source glyph=original_ui_42.png ID ui_pointer:82A80; original bytes=DD 43 39 DE FC 39; V375 pointer=0x8019BBE7
EXE_UI,ui_pointer:82A84,CONFIRMED_DEFECT,MEDIUM,"동일 원문 기술의 이름이 main skill_name:58에서는 의욕 없음, 이 UI 별도 포인터에서는 기운 없음로 달라짐.",current=기운 없음; source glyph=original_ui_42.png ID ui_pointer:82A84; original bytes=40 22 A9 1D 1E; V375 pointer=0x8019AE9C
EXE_UI,ui_pointer:82AC8,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Direct original consumer801666F4 stages equipment prompt and registers callback8016674C; all callers being pre-battle not yet proven.,Original MIPS disassembly; extra_system_probe.py contexts and configuration80160810..80160928
EXE_UI,extra_ui:82630,CONFIRMED_DEFECT,MEDIUM,Original 勝 (wins) becomes 위 (rank/up). Original win counter renderer loads at80156898 and draws at801568A0.,original COMM pixels independently rendered in-memory; bytes=d5; current=위 bytes=8e; candidate refs=0x80156898
EXE_UI,extra_ui:82634,CONFIRMED_DEFECT,HIGH,"Original pixel 負 (losses) becomes 로 분<CODE:E0ED>, corrupt text. Original loss-counter draw8015691C. Known-buried exception did not mean repaired.",original COMM pixels independently rendered in-memory; bytes=dd cb; current=로 분<CODE:E0ED> bytes=d5 dc 92 e0 ed; candidate refs=0x80156914
EXE_UI,extra_ui:8299C,CONFIRMED_DEFECT,MEDIUM,Original flame label selects an empty font cell through the current native text renderer.,flame_glyph.json: real 8016B248 CPU renderer; CLUT7FC0 / font cell196 / zero ink; three width scenarios.
EXE_UI,extra_ui:82A68,CONFIRMED_DEFECT,MEDIUM,Original ????? unknown-entry label becomes empty. Explicit unknown branches draw this pointer at8015652C and80156AE0; not an original empty placeholder.,"original COMM pixels independently rendered in-memory; bytes=3c 3c 3c 3c 3c; current= bytes=; candidate refs=0x80156524,0x80156abc"
EXE_UI,extra_ui:82AE8,CONFIRMED_DEFECT,LOW,Native CJK state-editor label is unchanged bytes but Korean glyph mapping changes its visible meaning. Six-entry bank drawn80157E8C. Ordinary-player reachability NOT proven; keep debug/state editor scope separate.,original COMM pixels independently rendered in-memory; bytes=dd bd; current=겨 bytes=dd bd; candidate refs=0x80157e78
EXE_UI,extra_ui:82AEC,CONFIRMED_DEFECT,LOW,Native CJK state-editor label is unchanged bytes but Korean glyph mapping changes its visible meaning. Six-entry bank drawn80157E8C. Ordinary-player reachability NOT proven; keep debug/state editor scope separate.,original COMM pixels independently rendered in-memory; bytes=dd 99; current=느 bytes=dd 99; candidate refs=
EXE_UI,extra_ui:82AF0,CONFIRMED_DEFECT,LOW,Native CJK state-editor label is unchanged bytes but Korean glyph mapping changes its visible meaning. Six-entry bank drawn80157E8C. Ordinary-player reachability NOT proven; keep debug/state editor scope separate.,original COMM pixels independently rendered in-memory; bytes=de 34; current=평 bytes=de 34; candidate refs=
EXE_UI,extra_ui:82AF4,CONFIRMED_DEFECT,LOW,Native CJK state-editor label is unchanged bytes but Korean glyph mapping changes its visible meaning. Six-entry bank drawn80157E8C. Ordinary-player reachability NOT proven; keep debug/state editor scope separate.,original COMM pixels independently rendered in-memory; bytes=ce; current=  bytes=ce; candidate refs=
EXE_UI,extra_ui:82AF8,CONFIRMED_DEFECT,LOW,Native CJK state-editor label is unchanged bytes but Korean glyph mapping changes its visible meaning. Six-entry bank drawn80157E8C. Ordinary-player reachability NOT proven; keep debug/state editor scope separate.,original COMM pixels independently rendered in-memory; bytes=90; current=조 bytes=90; candidate refs=
EXE_UI,extra_ui:82AFC,CONFIRMED_DEFECT,LOW,Native CJK state-editor label is unchanged bytes but Korean glyph mapping changes its visible meaning. Six-entry bank drawn80157E8C. Ordinary-player reachability NOT proven; keep debug/state editor scope separate.,original COMM pixels independently rendered in-memory; bytes=dd d2; current=태 bytes=dd d2; candidate refs=
DAT_UI,21/S2041.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=3; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2041.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=4; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2041.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=5; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2041.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=6; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2042.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=10; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2042.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=11; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2042.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=12; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2042.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=13; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2043.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=16; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2043.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=17; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2043.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=18; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2043.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=19; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2044.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=20; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2044.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=21; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2044.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=22; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2044.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=23; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2045.DAT:46D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=24; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2045.DAT:46DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=25; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2045.DAT:46E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=26; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2045.DAT:46E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=27; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,21/S2045.DAT:48F94,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=37; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,21/S2045.DAT:4907E,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=39; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,21/S2045.DAT:490F0,CONFIRMED_DEFECT,MEDIUM,Same equipment きぬのおび is 비단 띠 here versus equipment_name4 비단 허리띠. Cross-UI item name inconsistency; do not alter its mechanics.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=40; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,22/S2046.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=41; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2046.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=42; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2046.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=43; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2046.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=44; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2047.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=46; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2047.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=47; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2047.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=48; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,22/S2047.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=49; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3011.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=50; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3011.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=51; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3011.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=52; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3011.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=53; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3012.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=54; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3012.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=55; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3012.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=56; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3012.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=57; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3013.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=60; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3013.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=61; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3013.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=62; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3013.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=63; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3014.DAT:45D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=66; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3014.DAT:45DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=67; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3014.DAT:45E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=68; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3014.DAT:45E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=69; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,31/S3014.DAT:47FB8,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=79; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,31/S3014.DAT:480A2,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=81; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,31/S3014.DAT:48114,CONFIRMED_DEFECT,MEDIUM,Same equipment きぬのおび is 비단 띠 here versus equipment_name4 비단 허리띠. Cross-UI item name inconsistency; do not alter its mechanics.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=82; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,31/S3024.DAT:47F68,CONFIRMED_DEFECT,MEDIUM,Original 攻撃: heading removed to spaces; names remain but attack-side role label disappears. Tutorial/debug reachability must be established separately.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=86; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,31/S3024.DAT:47FD2,CONFIRMED_DEFECT,HIGH,"Original 防御: heading removed; original よっぱらい (drunkard) option becomes 갑옷 (armor). Source glyphs directly checked. Other enemy names are abbreviated, but this option changes identity.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=87; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,31/S3024.DAT:48052,CONFIRMED_DEFECT,MEDIUM,"Original どうする？ question removed and 最強攻撃 becomes 강공격. Strongest-versus-normal/weak distinction is weakened; this appears test/tutorial selection, reachability not yet proven.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=88; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,4/S4033.DAT:47CDC,CONFIRMED_DEFECT,MEDIUM,Current 그레이시느 differs from resident region/world/location 그레이시누 for identical グレイシーヌ. Cross-UI location name inconsistency.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=89; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,4/S4034.DAT:47D30,CONFIRMED_DEFECT,MEDIUM,"Original source pixels say ニーデル (Nidel), not historical guess カーデル. Current 카델 propagates the same confirmed resident place-name misread.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=91; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']"
DAT_UI,5/S5011.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=94; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,5/S5011.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=95; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,5/S5011.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=96; original catalog sources=['story_corpus', 'script_original_full']"
DAT_UI,5/S5011.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=97; original catalog sources=['story_corpus', 'script_original_full']"
